"HAUL_ID","CRUISE","FOCI_GRID","LAT","LON","YEAR","POLYGONAL_AREA","POLY_AREA_Scen4p_15"
"6MF00 120 1 60BON 1","6MF00","GV177",57.72517,-155.02066,2000,380.73,NA
"6MF00 121 1 60BON 1","6MF00","GV179",57.84367,-154.81534,2000,312.07,NA
"6MF00 122 1 60BON 1","6MF00","GX179",57.7285,-154.59517,2000,415.18,1532.46832677523
"6MF00 123 1 60BON 1","6MF00","GX177",57.60917,-154.79733,2000,393.02,792.238298238195
"3MF01 34 1 60BON 1","3MF01","HB143",55.326,-157.89934,2001,1047.69,1911.28660068269
"3MF01 35 1 60BON 1","3MF01","GZ143",55.43933,-158.12416,2001,711.99,NA
"3MF01 36 1 60BON 1","3MF01","GX143",55.55233,-158.35367,2001,717.93,1928.17911423707
"3MF01 37 1 60BON 1","3MF01","GV143",55.66633,-158.58684,2001,1045.18,NA
"3MF01 38 1 60BON 1","3MF01","GV147",55.90767,-158.17967,2001,1051.98,NA
"3MF01 39 1 60BON 1","3MF01","GX147",55.79633,-157.94417,2001,717.42,1651.8065825965
"3MF01 40 1 60BON 1","3MF01","GZ147",55.68017,-157.71783,2001,706.04,NA
"3MF01 41 1 60BON 1","3MF01","HB147",55.56533,-157.4955,2001,708.85,1412.64732064272
"3MF01 42 1 60BON 1","3MF01","HD147",55.44883,-157.27,2001,740.43,NA
"3MF01 43 1 60BON 1","3MF01","HF147",55.33467,-157.054,2001,1051.41,1911.58128949643
"3MF01 45 1 60BON 1","3MF01","HD151",55.68983,-156.86217,2001,519.26,NA
"3MF01 46 1 60BON 1","3MF01","HB151",55.806,-157.08284,2001,529.53,1050.86894454684
"3MF01 47 1 60BON 1","3MF01","GZ151",55.92067,-157.31334,2001,533.68,NA
"3MF01 48 1 60BON 1","3MF01","GX151",56.03783,-157.53684,2001,522.86,1055.49557319054
"3MF01 49 1 60BON 1","3MF01","GV151",56.15167,-157.75484,2001,528.19,NA
"3MF01 50 1 60BON 1","3MF01","GT151",56.266,-157.98633,2001,448.12,1535.54636052043
"3MF01 51 1 60BON 1","3MF01","GT153",56.387,-157.78017,2001,365.16,NA
"3MF01 52 1 60BON 1","3MF01","GT155",56.50867,-157.57083,2001,506.76,1356.20294856948
"3MF01 53 1 60BON 1","3MF01","GV155",56.39217,-157.35033,2001,449.94,NA
"3MF01 54 1 60BON 1","3MF01","GV153",56.275,-157.55634,2001,344.49,697.193520909084
"3MF01 55 1 60BON 1","3MF01","GX153",56.15717,-157.33333,2001,349.45,NA
"3MF01 56 1 60BON 1","3MF01","GX155",56.27817,-157.12883,2001,352.81,879.755713683846
"3MF01 57 1 60BON 1","3MF01","GZ155",56.16233,-156.89583,2001,425.51,NA
"3MF01 58 1 60BON 1","3MF01","GZ153",56.041,-157.11183,2001,352.63,874.026989258132
"3MF01 59 1 60BON 1","3MF01","HB153",55.92783,-156.886,2001,429.02,NA
"3MF01 60 1 60BON 1","3MF01","HD153",55.8105,-156.6615,2001,351.07,871.588187961332
"3MF01 61 1 60BON 1","3MF01","HD155",55.93483,-156.4545,2001,435.71,NA
"3MF01 62 1 60BON 1","3MF01","HF155",55.81683,-156.24417,2001,346.8,1029.46435987234
"3MF01 44 1 60BON 1","3MF01","HF151",55.5765,-156.64934,2001,739.84,1144.25154278913
"3MF01 63 1 60BON 1","3MF01","HF153",55.7,-156.44183,2001,343.73,NA
"3MF01 64 1 60BON 1","3MF01","HH153",55.58817,-156.2215,2001,448.12,1481.76327832217
"3MF01 65 1 60BON 1","3MF01","HH155",55.70667,-156.01933,2001,323.57,NA
"3MF01 66 1 60BON 1","3MF01","HF157",55.93867,-156.02617,2001,356.11,NA
"3MF01 67 1 60BON 1","3MF01","HD157",56.0555,-156.25267,2001,351.1,1142.49865618581
"3MF01 68 1 60BON 1","3MF01","HB157",56.16867,-156.468,2001,432.2,NA
"3MF01 69 1 60BON 1","3MF01","GZ157",56.28283,-156.69484,2001,355.65,890.950013720149
"3MF01 70 1 60BON 1","3MF01","GX157",56.4,-156.9225,2001,439.44,NA
"3MF01 71 1 60BON 1","3MF01","GX159",56.5235,-156.71217,2001,342.19,942.722959162788
"3MF01 72 1 60BON 1","3MF01","GV159",56.6315,-156.93433,2001,635.98,NA
"3MF01 74 1 60BON 1","3MF01","GV161",56.74983,-156.72766,2001,398.77,1244.76243274202
"3MF01 75 1 60BON 1","3MF01","GX161",56.64233,-156.508,2001,344.87,NA
"3MF01 76 2 60BON 1","3MF01","GZ161",56.52767,-156.27733,2001,349.18,689.631468762237
"3MF01 77 1 60BON 1","3MF01","GZ159",56.40983,-156.48883,2001,355.1,NA
"3MF01 78 1 60BON 1","3MF01","HB159",56.292,-156.2645,2001,358.91,703.750273475531
"3MF01 79 1 60BON 1","3MF01","HD159",56.17467,-156.03551,2001,349.76,NA
"3MF01 81 1 60BON 1","3MF01","HD161",56.29867,-155.83099,2001,351.31,1410.79279601057
"3MF01 82 1 60BON 1","3MF01","HB161",56.41433,-156.05467,2001,348.63,NA
"3MF01 83 1 60BON 1","3MF01","HD163",56.4205,-155.62666,2001,446.02,NA
"3MF01 84 1 60BON 1","3MF01","HB163",56.53584,-155.85217,2001,343.36,947.847693435674
"3MF01 85 1 60BON 1","3MF01","GZ163",56.64717,-156.06633,2001,340.44,NA
"3MF01 86 1 60BON 1","3MF01","GX163",56.75967,-156.28301,2001,351.95,697.821916407124
"3MF01 87 1 60BON 1","3MF01","GV163",56.8755,-156.50951,2001,401.37,NA
"3MF01 88 1 60BON 1","3MF01","GV165",56.99866,-156.3075,2001,343.21,968.431385408493
"3MF01 89 1 60BON 1","3MF01","GX165",56.88633,-156.07716,2001,343.03,NA
"3MF01 90 1 60BON 1","3MF01","GZ165",56.772,-155.85851,2001,342.42,680.045977192101
"3MF01 91 1 60BON 1","3MF01","HB165",56.65483,-155.63533,2001,392.46,NA
"3MF01 92 1 60BON 1","3MF01","HB167",56.77333,-155.42999,2001,333.71,1293.19021362318
"3MF01 93 1 60BON 1","3MF01","GZ167",56.8875,-155.65517,2001,342.65,NA
"3MF01 95 1 60BON 1","3MF01","GX167",57.00367,-155.87483,2001,336.08,688.147318338781
"3MF01 96 1 60BON 1","3MF01","GV167",57.1165,-156.088,2001,385.59,NA
"3MF01 97 1 60BON 1","3MF01","GT169",57.35767,-156.07733,2001,288.8,NA
"3MF01 98 1 60BON 1","3MF01","GV169",57.2405,-155.8835,2001,334.3,1004.02394608686
"3MF01 99 1 60BON 1","3MF01","GX169",57.12467,-155.66034,2001,349.46,NA
"3MF01 100 1 60BON 1","3MF01","GZ169",57.00717,-155.43984,2001,340.94,683.042239799574
"3MF01 101 1 60BON 1","3MF01","HB169",56.8935,-155.23216,2001,378.62,NA
"3MF01 102 1 60BON 1","3MF01","HB171",57.01633,-155.02034,2001,423.43,1368.28543831565
"3MF01 103 1 60BON 1","3MF01","GZ171",57.13083,-155.23117,2001,346.24,NA
"3MF01 104 1 60BON 1","3MF01","GX171",57.24567,-155.44833,2001,341.04,681.049943850715
"3MF01 105 1 60BON 1","3MF01","GV171",57.35917,-155.66917,2001,283.91,NA
"3MF01 106 1 60BON 1","3MF01","GT171",57.45167,-155.76267,2001,358.72,712.380284593484
"3MF01 107 1 60BON 1","3MF01","GT173",57.61367,-155.44901,2001,364.98,NA
"3MF01 108 1 60BON 1","3MF01","GV173",57.47983,-155.4595,2001,306.66,899.431797300986
"3MF01 109 1 60BON 1","3MF01","GX173",57.36817,-155.2375,2001,337.82,NA
"3MF01 110 1 60BON 1","3MF01","GZ173",57.25583,-155.011,2001,447.97,903.793005732015
"3MF01 111 1 60BON 1","3MF01","GX175",57.4845,-155.02567,2001,384.46,719.651622707648
"3MF01 112 2 60BON 1","3MF01","GV175",57.5995,-155.24483,2001,301.78,NA
"3MF01 113 1 60BON 1","3MF01","GV177",57.7225,-155.03183,2001,390.94,NA
"3MF01 114 1 60BON 1","3MF01","GX177",57.60966,-154.8195,2001,382.93,849.763586584684
"3MF01 115 1 60BON 1","3MF01","GX179",57.72933,-154.59233,2001,418.84,679.644485367446
"3MF01 116 1 60BON 1","3MF01","GV179",57.84717,-154.81334,2001,343.43,NA
"3MF01 117 1 60BON 1","3MF01","GX181",57.94567,-154.56317,2001,363.8,830.463158825133
"3MF01 118 1 60BON 1","3MF01","GX181",57.84483,-154.375,2001,309.28,653.405626156028
"3MF01 120 1 60BON 1","3MF01","GX183",57.97267,-154.15817,2001,349.9,1379.23543093139
"4MF02 30 1 60BON 1","4MF02","HD143",55.20817,-157.67267,2002,967.06,NA
"4MF02 31 1 60BON 1","4MF02","HB143",55.31883,-157.901,2002,712.93,1935.02626987581
"4MF02 32 1 60BON 1","4MF02","GZ143",55.43717,-158.127,2002,718.9,NA
"4MF02 33 1 60BON 1","4MF02","GX143",55.55283,-158.35283,2002,715.05,1932.14467592469
"4MF02 34 1 60BON 1","4MF02","GV143",55.669,-158.57933,2002,1031.83,NA
"4MF02 35 1 60BON 1","4MF02","GV147",55.91167,-158.17033,2002,1039.29,NA
"4MF02 36 1 60BON 1","4MF02","GX147",55.79567,-157.94583,2002,711.71,1661.37508077068
"4MF02 37 1 60BON 1","4MF02","GZ147",55.68117,-157.71883,2002,710.8,NA
"4MF02 38 1 60BON 1","4MF02","HB147",55.56583,-157.49683,2002,715.26,1433.50826832352
"4MF02 39 1 60BON 1","4MF02","HD147",55.45016,-157.27217,2002,713.49,NA
"4MF02 40 1 60BON 1","4MF02","HF147",55.333,-157.0495,2002,989.96,1919.46733880691
"4MF02 41 1 60BON 1","4MF02","HF151",55.57567,-156.64833,2002,787.74,1481.98109431108
"4MF02 42 1 60BON 1","4MF02","HD151",55.69267,-156.86734,2002,527.29,NA
"4MF02 43 1 60BON 1","4MF02","HB151",55.8095,-157.08717,2002,521.64,1047.69227189751
"4MF02 44 1 60BON 1","4MF02","GZ151",55.923,-157.31117,2002,526.93,NA
"4MF02 45 1 60BON 1","4MF02","GX151",56.03833,-157.53467,2002,526.13,1135.56739342333
"4MF02 46 1 60BON 1","4MF02","GV151",56.15083,-157.761,2002,761.64,NA
"4MF02 47 1 60BON 1","4MF02","GV153",56.27267,-157.55949,2002,376.87,1502.00129291865
"4MF02 48 1 60BON 1","4MF02","GX153",56.159,-157.33051,2002,355.92,NA
"4MF02 49 1 60BON 1","4MF02","GZ153",56.04233,-157.10617,2002,348.59,867.850774226891
"4MF02 50 1 60BON 1","4MF02","HB153",55.92867,-156.89233,2002,420.84,NA
"4MF02 51 1 60BON 1","4MF02","HD153",55.81417,-156.668,2002,352.17,880.785226570246
"4MF02 52 1 60BON 1","4MF02","HF153",55.699,-156.44533,2002,531.85,NA
"4MF02 53 1 60BON 1","4MF02","HF155",55.8205,-156.2365,2002,530.47,1402.31394475936
"4MF02 54 1 60BON 1","4MF02","HD155",55.93433,-156.4575,2002,434.55,NA
"4MF02 55 1 60BON 1","4MF02","GZ155",56.16467,-156.89867,2002,414.12,NA
"4MF02 56 1 60BON 1","4MF02","GX155",56.28033,-157.119,2002,352.49,965.085935712389
"4MF02 58 1 60BON 1","4MF02","GX157",56.40083,-156.92,2002,342.1,NA
"4MF02 57 1 60BON 1","4MF02","GV155",56.3965,-157.35033,2002,347.93,NA
"4MF02 59 1 60BON 1","4MF02","GZ157",56.28533,-156.70216,2002,345.83,871.503758633525
"4MF02 60 1 60BON 1","4MF02","HB157",56.168,-156.47717,2002,439.83,NA
"4MF02 61 1 60BON 1","4MF02","HD157",56.05416,-156.25501,2002,347.28,1216.47891003401
"4MF02 62 1 60BON 1","4MF02","HF157",55.94417,-156.03484,2002,521.68,NA
"4MF02 64 1 60BON 1","4MF02","HD159",56.17567,-156.0415,2002,379.48,NA
"4MF02 65 1 60BON 1","4MF02","HB159",56.29067,-156.265,2002,351.96,966.288120808601
"4MF02 66 1 60BON 1","4MF02","GZ159",56.40417,-156.48967,2002,351.04,NA
"4MF02 67 1 60BON 1","4MF02","GX159",56.521,-156.70917,2002,347.9,950.817555656726
"4MF02 68 1 60BON 1","4MF02","GV159",56.636,-156.9315,2002,328.79,NA
"4MF02 69 1 60BON 1","4MF02","GV161",56.7565,-156.72333,2002,345.76,1227.67305416187
"4MF02 70 1 60BON 1","4MF02","GX161",56.64083,-156.50217,2002,343.13,NA
"4MF02 71 1 60BON 1","4MF02","GZ161",56.5265,-156.2805,2002,350.98,699.582948649746
"4MF02 72 1 60BON 1","4MF02","HB161",56.41134,-156.05884,2002,346.3,NA
"4MF02 73 1 60BON 1","4MF02","HB163",56.53133,-155.85001,2002,333.92,1732.0412003854
"4MF02 74 1 60BON 1","4MF02","GZ163",56.649,-156.0705,2002,359.77,NA
"4MF02 75 1 60BON 1","4MF02","GX163",56.76517,-156.3045,2002,346.31,860.542864742672
"4MF02 76 1 60BON 1","4MF02","GV163",56.87933,-156.51384,2002,339.68,NA
"4MF02 77 1 60BON 1","4MF02","GV165",56.9985,-156.30316,2002,341.86,951.612018279567
"4MF02 78 1 60BON 1","4MF02","GX165",56.886,-156.0885,2002,342.44,NA
"4MF02 79 1 60BON 1","4MF02","GX167",57.00267,-155.87601,2002,343.12,1292.17149261992
"4MF02 80 1 60BON 1","4MF02","GV167",57.11883,-156.086,2002,340.5,NA
"4MF02 81 1 60BON 1","4MF02","GV169",57.23933,-155.88066,2002,340.58,1274.2504205054
"4MF02 82 1 60BON 1","4MF02","GX169",57.12583,-155.66034,2002,348.31,NA
"4MF02 83 1 60BON 1","4MF02","GX171",57.247,-155.44833,2002,341.67,1296.74900651477
"4MF02 84 1 60BON 1","4MF02","GV171",57.36133,-155.66567,2002,343.32,NA
"4MF02 85 1 60BON 1","4MF02","GV173",57.48117,-155.45334,2002,341.55,1249.66775291344
"4MF02 86 1 60BON 1","4MF02","GX173",57.36817,-155.23683,2002,342.86,NA
"4MF02 87 1 60BON 1","4MF02","GX175",57.48983,-155.02234,2002,343,1027.93332502939
"4MF02 88 1 60BON 1","4MF02","GV175",57.60233,-155.23717,2002,341.8,NA
"4MF02 95 1 60BON 1","4MF02","GX177",57.612,-154.80716,2002,337.85,816.545423461258
"4MF02 96 1 60BON 1","4MF02","GV177",57.72384,-155.02316,2002,340.53,NA
"4MF02 97 1 60BON 1","4MF02","GV179",57.8465,-154.81183,2002,320.97,NA
"4MF02 98 1 60BON 1","4MF02","GX179",57.7305,-154.595,2002,336.37,838.493351331342
"4MF02 99 1 60BON 1","4MF02","GX181",57.84983,-154.38017,2002,342.26,980.142037880369
"4MF02 102 1 60BON 1","4MF02","GX183",57.97467,-154.16716,2002,342.3,1494.11983685387
"5MF03 21 1 60BON 1","5MF03","HD143",55.2095,-157.67317,2003,989.68,NA
"5MF03 22 1 60BON 1","5MF03","HB143",55.32417,-157.89633,2003,767.09,2168.07261229206
"5MF03 23 1 60BON 1","5MF03","GZ143",55.439,-158.1295,2003,717.7,NA
"5MF03 24 1 60BON 1","5MF03","GX143",55.55267,-158.35333,2003,703.19,1929.95976268153
"5MF03 25 1 60BON 1","5MF03","GV143",55.66717,-158.579,2003,1033.42,NA
"5MF03 26 1 60BON 1","5MF03","GV147",55.9125,-158.16766,2003,1020.02,NA
"5MF03 27 1 60BON 1","5MF03","GX147",55.79733,-157.94901,2003,713.93,1883.40492615616
"5MF03 28 1 60BON 1","5MF03","GZ147",55.6825,-157.71401,2003,1013.17,NA
"5MF03 30 1 60BON 1","5MF03","HD147",55.461,-157.27217,2003,1001.21,NA
"5MF03 31 1 60BON 1","5MF03","HF147",55.3375,-157.05833,2003,998.95,2141.1565333229
"5MF03 32 1 60BON 1","5MF03","HF151",55.57583,-156.64383,2003,782.64,1479.50597617109
"5MF03 33 1 60BON 1","5MF03","HD151",55.69217,-156.86749,2003,522.11,NA
"5MF03 34 1 60BON 1","5MF03","HB151",55.80667,-157.0855,2003,563.98,1302.44845226976
"5MF03 35 1 60BON 1","5MF03","GZ151",55.9225,-157.30933,2003,522.42,NA
"5MF03 36 1 60BON 1","5MF03","GX151",56.0365,-157.53084,2003,528.3,1058.68789619053
"5MF03 37 1 60BON 1","5MF03","GV151",56.15167,-157.76,2003,528.21,NA
"5MF03 38 1 60BON 1","5MF03","GT151",56.2665,-157.98233,2003,428.92,1535.71905911043
"5MF03 39 1 60BON 1","5MF03","GT153",56.391,-157.78317,2003,328.15,NA
"5MF03 40 1 60BON 1","5MF03","GV153",56.27383,-157.55634,2003,354.56,704.949454368899
"5MF03 41 1 60BON 1","5MF03","GX153",56.15933,-157.33051,2003,352.15,NA
"5MF03 42 1 60BON 1","5MF03","GZ153",56.04317,-157.10584,2003,353.95,874.187263566541
"5MF03 43 1 60BON 1","5MF03","HB153",55.9275,-156.88117,2003,431.95,NA
"5MF03 44 1 60BON 1","5MF03","HD153",55.8125,-156.66051,2003,349.24,878.371791925603
"5MF03 45 1 60BON 1","5MF03","HF153",55.701,-156.43767,2003,372.09,NA
"5MF03 46 1 60BON 1","5MF03","HF155",55.81933,-156.23767,2003,342.81,1397.83119981251
"5MF03 47 1 60BON 1","5MF03","HD155",55.93233,-156.4545,2003,433.77,NA
"5MF03 48 1 60BON 1","5MF03","GZ155",56.16567,-156.89867,2003,420.24,NA
"5MF03 49 1 60BON 1","5MF03","GX155",56.28067,-157.12517,2003,351.48,882.892907174028
"5MF03 50 1 60BON 1","5MF03","GV155",56.397,-157.34801,2003,448.78,NA
"5MF03 51 1 60BON 1","5MF03","GT155",56.5125,-157.57317,2003,461.22,1356.0978320906
"5MF03 52 1 60BON 1","5MF03","GX157",56.40067,-156.91867,2003,432.26,NA
"5MF03 53 1 60BON 1","5MF03","GZ157",56.28517,-156.69617,2003,344.47,871.648746779243
"5MF03 54 1 60BON 1","5MF03","HB157",56.173,-156.474,2003,433.77,NA
"5MF03 55 1 60BON 1","5MF03","HD157",56.05684,-156.25467,2003,345.98,1218.98997062805
"5MF03 56 1 60BON 1","5MF03","HF157",55.946,-156.03734,2003,347.55,NA
"5MF03 58 1 60BON 1","5MF03","HD159",56.17383,-156.0425,2003,346.34,NA
"5MF03 59 1 60BON 1","5MF03","HB159",56.29,-156.26733,2003,353.03,950.775291581693
"5MF03 60 1 60BON 1","5MF03","GZ159",56.4065,-156.49117,2003,345.38,NA
"5MF03 61 1 60BON 1","5MF03","GX159",56.51967,-156.70551,2003,338.77,949.436323807222
"5MF03 62 1 60BON 1","5MF03","GV159",56.634,-156.92667,2003,381.96,NA
"5MF03 63 1 60BON 1","5MF03","GU158",56.66367,-157.21266,2003,529.07,NA
"5MF03 64 1 60BON 1","5MF03","GV161",56.7595,-156.72633,2003,341.14,1246.4911675972
"5MF03 65 1 60BON 1","5MF03","GX161",56.63933,-156.5045,2003,355.6,NA
"5MF03 66 1 60BON 1","5MF03","GZ161",56.52417,-156.27783,2003,350.39,691.336670156468
"5MF03 67 1 60BON 1","5MF03","HB161",56.4135,-156.05783,2003,343.83,NA
"5MF03 68 1 60BON 1","5MF03","HB163",56.53233,-155.85201,2003,342,1296.55239324422
"5MF03 69 1 60BON 1","5MF03","GZ163",56.6495,-156.06551,2003,345.3,NA
"5MF03 70 1 60BON 1","5MF03","GX163",56.7625,-156.2845,2003,349.37,697.928967394071
"5MF03 71 1 60BON 1","5MF03","GV163",56.8745,-156.515,2003,345.72,NA
"5MF03 72 1 60BON 1","5MF03","GV165",56.9965,-156.30267,2003,346.57,958.907694046816
"5MF03 73 1 60BON 1","5MF03","GX165",56.88334,-156.08116,2003,342.49,NA
"5MF03 74 1 60BON 1","5MF03","GZ165",56.76783,-155.85883,2003,342.94,685.179041026078
"5MF03 75 1 60BON 1","5MF03","HB165",56.65183,-155.64034,2003,347.29,NA
"5MF03 76 1 60BON 1","5MF03","HB167",56.77517,-155.43233,2003,344.83,1295.65870481531
"5MF03 77 1 60BON 1","5MF03","GZ167",56.89034,-155.65067,2003,345.7,NA
"5MF03 78 1 60BON 1","5MF03","GX167",57.00433,-155.87067,2003,343.41,692.396176871076
"5MF03 79 1 60BON 1","5MF03","GV167",57.11817,-156.09033,2003,345.86,NA
"5MF03 80 1 60BON 1","5MF03","GV169",57.24,-155.879,2003,341.85,1280.48880254891
"5MF03 81 1 60BON 1","5MF03","GX169",57.12783,-155.66167,2003,345.93,NA
"5MF03 82 1 60BON 1","5MF03","GZ169",57.01183,-155.43649,2003,348.04,684.134121034945
"5MF03 83 1 60BON 1","5MF03","HB169",56.893,-155.22051,2003,343.33,NA
"5MF03 84 1 60BON 1","5MF03","HB171",57.01667,-155.01317,2003,328.59,1381.11274220823
"5MF03 85 1 60BON 1","5MF03","GZ171",57.13317,-155.23117,2003,336.92,NA
"5MF03 86 1 60BON 1","5MF03","GX171",57.24667,-155.44183,2003,338.59,684.090789439774
"5MF03 87 1 60BON 1","5MF03","GV171",57.36133,-155.666,2003,349.58,NA
"5MF03 88 1 60BON 1","5MF03","GV173",57.4855,-155.45317,2003,346.48,1447.0623005567
"5MF03 89 1 60BON 1","5MF03","GX173",57.36817,-155.2365,2003,466.66,NA
"5MF03 90 1 60BON 1","5MF03","GZ173",57.25417,-155.02017,2003,431.73,1083.25396362979
"5MF03 92 1 60BON 1","5MF03","GV175",57.6035,-155.23616,2003,421.05,NA
"5MF03 99 1 60BON 1","5MF03","GX177",57.61033,-154.808,2003,670.83,1179.30558682953
"5MF03 100 1 60BON 1","5MF03","GV177",57.72217,-155.03217,2003,344.96,NA
"5MF03 101 1 60BON 1","5MF03","GV179",57.84783,-154.8085,2003,338.84,NA
"5MF03 102 1 60BON 1","5MF03","GX179",57.73084,-154.59117,2003,367.91,841.903986042154
"5MF03 103 1 60BON 1","5MF03","GX181",57.851,-154.37849,2003,341.38,971.399279937104
"5MF03 104 1 60BON 1","5MF03","GX183",57.9715,-154.16499,2003,346.66,1490.80149594508
"5MF04 16 1 60BON 1","5MF04","HF157",55.9395,-156.037,2004,379.17,NA
"5MF04 17 1 60BON 1","5MF04","HH155",55.7035,-156.01584,2004,651.53,NA
"5MF04 18 1 60BON 1","5MF04","HF155",55.81833,-156.23183,2004,346.02,1056.07774269651
"5MF04 19 1 60BON 1","5MF04","HF153",55.69917,-156.44083,2004,346.69,NA
"5MF04 20 1 60BON 1","5MF04","HH153",55.58583,-156.22017,2004,510.85,1465.97803796496
"5MF04 21 1 60BON 1","5MF04","HH151",55.46483,-156.418,2004,708.89,NA
"5MF04 22 1 60BON 1","5MF04","HF151",55.57383,-156.63367,2004,525.52,1140.56099102235
"5MF04 23 1 60BON 1","5MF04","HF147",55.3355,-157.04601,2004,976.1,1914.35717547292
"5MF04 24 1 60BON 1","5MF04","HD143",55.20767,-157.67317,2004,968.26,NA
"5MF04 25 1 60BON 1","5MF04","HB143",55.32283,-157.89717,2004,712.12,1913.31051437436
"5MF04 51 1 60BON 1","5MF04","GZ143",55.438,-158.12483,2004,711.34,NA
"5MF04 52 1 60BON 1","5MF04","GX143",55.55117,-158.34917,2004,710.29,1919.17729412097
"5MF04 53 1 60BON 1","5MF04","GV143",55.66617,-158.57916,2004,1035.19,NA
"5MF04 54 1 60BON 1","5MF04","GV147",55.90733,-158.16917,2004,1024.21,NA
"5MF04 55 1 60BON 1","5MF04","GX147",55.79233,-157.9455,2004,708.03,1650.66467898456
"5MF04 56 1 60BON 1","5MF04","GZ147",55.678,-157.71783,2004,707.18,NA
"5MF04 57 1 60BON 1","5MF04","HB147",55.56283,-157.495,2004,701.72,1411.25717787838
"5MF04 58 1 60BON 1","5MF04","HD147",55.44867,-157.27251,2004,704.31,NA
"5MF04 59 1 60BON 1","5MF04","HD151",55.6895,-156.86566,2004,536.04,NA
"5MF04 60 1 60BON 1","5MF04","HB151",55.804,-157.08667,2004,531.79,1063.33911345545
"5MF04 61 1 60BON 1","5MF04","GZ151",55.92133,-157.313,2004,530.19,NA
"5MF04 62 1 60BON 1","5MF04","GX151",56.03567,-157.53267,2004,529.75,1054.03683936298
"5MF04 63 1 60BON 1","5MF04","GV151",56.1505,-157.759,2004,527.74,NA
"5MF04 64 1 60BON 1","5MF04","GT151",56.2645,-157.98084,2004,463.74,1540.15242182694
"5MF04 66 1 60BON 1","5MF04","GT153",56.39267,-157.76866,2004,331.68,NA
"5MF04 67 1 60BON 1","5MF04","GV153",56.268,-157.54834,2004,345.08,690.475474867069
"5MF04 86 1 60BON 1","5MF04","GX159",56.5215,-156.71066,2004,349.27,967.175312017051
"5MF04 68 1 60BON 1","5MF04","GX153",56.1595,-157.32983,2004,344.45,NA
"5MF04 69 1 60BON 1","5MF04","GZ153",56.0405,-157.10434,2004,357.14,873.88588133571
"5MF04 70 1 60BON 1","5MF04","HB153",55.9255,-156.88117,2004,429.61,NA
"5MF04 71 1 60BON 1","5MF04","HD153",55.81133,-156.66116,2004,349.34,887.02448529843
"5MF04 72 1 60BON 1","5MF04","HD155",55.933,-156.45467,2004,438.22,NA
"5MF04 73 1 60BON 1","5MF04","GZ155",56.16267,-156.8985,2004,420.47,NA
"5MF04 74 1 60BON 1","5MF04","GX155",56.277,-157.12767,2004,349.86,875.278865314265
"5MF04 75 1 60BON 1","5MF04","GV155",56.39233,-157.35217,2004,444.88,NA
"5MF04 76 1 60BON 1","5MF04","GT155",56.504,-157.57533,2004,469.68,1360.65201512014
"5MF04 77 1 60BON 1","5MF04","GU158",56.66183,-157.20067,2004,546.32,NA
"5MF04 78 1 60BON 1","5MF04","GV159",56.63417,-156.9315,2004,377,NA
"5MF04 79 1 60BON 1","5MF04","GX157",56.40017,-156.91901,2004,439.62,NA
"5MF04 80 1 60BON 1","5MF04","GZ157",56.28283,-156.69467,2004,351.9,883.415709091098
"5MF04 81 1 60BON 1","5MF04","HB157",56.16933,-156.4735,2004,435.91,NA
"5MF04 82 1 60BON 1","5MF04","HD157",56.05583,-156.25101,2004,347.42,1122.76441385519
"5MF04 83 1 60BON 1","5MF04","HD159",56.17667,-156.04483,2004,345.09,NA
"5MF04 84 1 60BON 1","5MF04","HB159",56.2915,-156.26466,2004,350.2,693.163899408212
"5MF04 85 1 60BON 1","5MF04","GZ159",56.40683,-156.48416,2004,352.18,NA
"5MF04 87 1 60BON 1","5MF04","GV161",56.75867,-156.71933,2004,283.24,1232.11154920812
"5MF04 88 1 60BON 1","5MF04","GT163",56.851,-156.75067,2004,126.7,NA
"5MF04 89 1 60BON 1","5MF04","GX161",56.6425,-156.49966,2004,349.85,NA
"5MF04 90 1 60BON 1","5MF04","GZ161",56.52717,-156.27583,2004,347.5,697.603079889303
"5MF04 91 1 60BON 1","5MF04","HB161",56.41317,-156.05701,2004,350.13,NA
"5MF04 92 1 60BON 1","5MF04","HD161",56.2925,-155.84233,2004,432.73,1312.86349406099
"5MF04 93 1 60BON 1","5MF04","HD163",56.41834,-155.62817,2004,359.52,NA
"5MF04 94 1 60BON 1","5MF04","HB163",56.537,-155.84883,2004,344.62,697.900236449223
"5MF04 95 1 60BON 1","5MF04","GZ163",56.64933,-156.06816,2004,341.66,NA
"5MF04 96 1 60BON 1","5MF04","GX163",56.7635,-156.29083,2004,340.22,681.609864705747
"5MF04 97 1 60BON 1","5MF04","GV163",56.87366,-156.50867,2004,309.69,NA
"5MF04 98 1 60BON 1","5MF04","GV165",56.99783,-156.30299,2004,344.48,960.269255007456
"5MF04 99 1 60BON 1","5MF04","GX165",56.8845,-156.08383,2004,340.6,NA
"5MF04 100 1 60BON 1","5MF04","GZ165",56.7705,-155.86951,2004,344.16,685.486493483629
"5MF04 101 1 60BON 1","5MF04","HB165",56.65283,-155.64317,2004,343.83,NA
"5MF04 102 1 60BON 1","5MF04","HD165",56.54267,-155.42433,2004,341.89,1292.48813733211
"5MF04 103 1 60BON 1","5MF04","HD167",56.661,-155.217,2004,338.64,NA
"5MF04 104 1 60BON 1","5MF04","HB167",56.7755,-155.43333,2004,338.6,683.588869361305
