"HAUL_ID","CRUISE","FOCI_GRID","LAT","LON","YEAR","POLYGONAL_AREA","POLY_AREA_Scen4p_15"
"4MF92 G020A 1 60BON 1","4MF92","HH145",55.11667,-156.9267,1992,417.89,1604.56600243062
"4MF92 G021A 1 60BON 1","4MF92","HH147",55.24833,-156.7067,1992,421.05,NA
"4MF92 G022A 1 60BON 1","4MF92","HF147",55.375,-156.9467,1992,431.21,843.061914397619
"4MF92 G023A 1 60BON 1","4MF92","HD147",55.50833,-157.2083,1992,424.29,NA
"4MF92 G024A 1 60BON 1","4MF92","HB147",55.625,-157.4317,1992,453.2,845.131987734806
"4MF92 G025A 1 60BON 1","4MF92","GZ147",55.755,-157.6817,1992,417.53,NA
"4MF92 G026A 1 60BON 1","4MF92","GX147",55.87,-157.905,1992,407.31,814.304990746141
"4MF92 G027A 1 60BON 1","4MF92","GV147",56.00333,-158.14,1992,425.47,NA
"4MF92 G028A 1 60BON 1","4MF92","GV149",56.125,-157.935,1992,397.34,1335.57090361396
"4MF92 G029A 1 60BON 1","4MF92","GX149",56.00333,-157.6967,1992,396.19,NA
"4MF92 G030A 1 60BON 1","4MF92","GZ149",55.88833,-157.4617,1992,416.22,763.45628572823
"4MF92 G031A 1 60BON 1","4MF92","HB149",55.76333,-157.2067,1992,420.25,NA
"4MF92 G032A 1 60BON 1","4MF92","HD149",55.64167,-156.9767,1992,430.06,706.559381316314
"4MF92 G033A 1 60BON 1","4MF92","HF151",55.50667,-156.7283,1992,431.25,751.836545919355
"4MF92 G034A 1 60BON 1","4MF92","HH151",55.385,-156.48331,1992,418.7,NA
"4MF92 G035A 1 60BON 1","4MF92","HH153",55.52167,-156.26331,1992,413.14,1582.01036320386
"4MF92 G036A 1 60BON 1","4MF92","HH155",55.65167,-156.05,1992,430.05,NA
"4MF92 G037A 1 60BON 1","4MF92","HF155",55.77667,-156.28999,1992,430.81,1172.9863784878
"4MF92 G038A 1 60BON 1","4MF92","HF153",55.64333,-156.5083,1992,421.09,NA
"4MF92 G039A 1 60BON 1","4MF92","HD153",55.77333,-156.745,1992,420.49,836.791370557581
"4MF92 G040A 1 60BON 1","4MF92","HD155",55.91167,-156.52831,1992,503.58,NA
"4MF92 G041A 1 60BON 1","4MF92","HD157",56.04167,-156.29671,1992,400.4,1302.70624270586
"4MF92 G057A 1 60BON 2","4MF92","HB157",56.15667,-156.5333,1992,564.79,NA
"4MF92 G066A 1 60BON 1","4MF92","GZ155",56.14833,-157.00169,1992,284.38,NA
"4MF92 G067A 1 60BON 1","4MF92","GZ153",56.02667,-157,1992,323.71,806.720999778753
"4MF92 G068A 1 60BON 1","4MF92","HB153",55.89333,-156.98331,1992,393.34,NA
"4MF92 G069A 1 60BON 1","4MF92","GZ153",56.02167,-157.23,1992,312.03,433.770820540988
"4MF92 G070A 1 60BON 1","4MF92","GX153",56.15667,-157.2383,1992,207.03,NA
"4MF92 G071A 1 60BON 1","4MF92","GX151",56.13,-157.4633,1992,309.32,483.929850781933
"4MF92 G072A 1 60BON 1","4MF92","GV153",56.26667,-157.4767,1992,212.45,867.640315186065
"4MF92 G073A 1 60BON 1","4MF92","GV151",56.25667,-157.6933,1992,344.1,NA
"4MF92 G074B 1 60BON 1","4MF92","GV155",56.4,-157.4633,1992,170.62,NA
"4MF92 G075A 1 60BON 1","4MF92","GV155",56.46,-157.34,1992,85.22,NA
"4MF92 G076A 1 60BON 1","4MF92","GV155",56.39833,-157.2617,1992,117.35,NA
"4MF92 G077A 1 60BON 1","4MF92","GX155",56.28,-157.23669,1992,191.56,320.476302721581
"4MF92 G078A 1 60BON 1","4MF92","GX155",56.27,-157.00169,1992,296.99,513.310038109259
"4MF92 G079A 1 60BON 1","4MF92","GX155",56.395,-157.10671,1992,191.91,768.994151654517
"4MF92 G080A 1 60BON 1","4MF92","GV159",56.64333,-157.0267,1992,201.34,NA
"4MF92 G081A 1 60BON 1","4MF92","GX159",56.52667,-156.77831,1992,200.89,405.339535401107
"4MF92 G082A 1 60BON 1","4MF92","GZ157",56.395,-156.7417,1992,336.33,511.281216838841
"4MF92 G096A 1 60BON 1","4MF92","HD159",56.17,-156.0733,1992,410.92,NA
"4MF92 G097A 1 60BON 1","4MF92","HB159",56.29833,-156.3067,1992,334.23,656.772087227264
"4MF92 G098A 1 60BON 1","4MF92","GZ161",56.40667,-156.3367,1992,186.4,380.277979253289
"4MF92 G099A 1 60BON 1","4MF92","GZ159",56.41167,-156.53999,1992,230.17,NA
"4MF92 G100A 1 60BON 1","4MF92","GX161",56.53,-156.54829,1992,195.24,NA
"4MF92 G101A 1 60BON 1","4MF92","GV161",56.64833,-156.7833,1992,191.68,682.230867263082
"4MF92 G102A 1 60BON 1","4MF92","GV161",56.74333,-156.675,1992,99.53,268.430930530329
"4MF92 G103A 1 60BON 1","4MF92","GV163",56.77667,-156.5583,1992,120.56,NA
"4MF92 G104A 1 60BON 1","4MF92","GX161",56.665,-156.5667,1992,172.47,NA
"4MF92 G105A 1 60BON 1","4MF92","GX163",56.65667,-156.33501,1992,196.96,376.47937785507
"4MF92 G106A 1 60BON 1","4MF92","GZ161",56.53333,-156.325,1992,203.73,399.497352946694
"4MF92 G107A 1 60BON 1","4MF92","GZ163",56.53833,-156.09,1992,211.14,NA
"4MF92 G108A 1 60BON 1","4MF92","HB161",56.41,-156.08,1992,309.87,NA
"4MF92 G109A 1 60BON 1","4MF92","HD161",56.29833,-155.83501,1992,402.81,1419.40117480209
"4MF92 G110A 1 60BON 1","4MF92","HD163",56.43,-155.6133,1992,401.66,NA
"4MF92 G111A 1 60BON 1","4MF92","HB163",56.54833,-155.8517,1992,298.88,591.60039144774
"4MF92 G112A 1 60BON 1","4MF92","GZ165",56.66833,-155.8683,1992,273.79,699.61771594173
"4MF92 G113A 1 60BON 1","4MF92","GZ163",56.66833,-156.11169,1992,201.01,NA
"4MF92 G114A 1 60BON 1","4MF92","GX165",56.79,-156.1033,1992,277.11,NA
"4MF92 G115A 1 60BON 1","4MF92","GX163",56.78833,-156.3367,1992,182.09,368.544513207023
"4MF92 G116A 1 60BON 1","4MF92","GV165",56.90333,-156.3383,1992,131.81,336.486398064866
"4MF92 G117A 1 60BON 1","4MF92","GV163",56.90667,-156.49001,1992,174.99,NA
"4MF92 G118A 1 60BON 1","4MF92","GV165",56.99167,-156.3333,1992,138.72,614.200109160299
"4MF92 G119A 1 60BON 1","4MF92","GV167",57.035,-156.13831,1992,168,NA
"4MF92 G120A 1 60BON 1","4MF92","GX165",56.91667,-156.11501,1992,243.61,NA
"4MF92 G122A 1 60BON 1","4MF92","GT163",56.79667,-156.86169,1992,201.43,NA
"4MF92 G123A 1 60BON 1","4MF92","GV161",56.79833,-156.64999,1992,116.54,583.02371339048
"4MF92 G124A 1 60BON 1","4MF92","HB165",56.68,-155.63831,1992,367.72,NA
"4MF92 G125A 1 60BON 1","4MF92","HD165",56.55833,-155.3833,1992,387.23,1473.44108105981
"4MF92 G126A 1 60BON 1","4MF92","HD167",56.67667,-155.17329,1992,368.32,NA
"4MF92 G127A 1 60BON 1","4MF92","HB167",56.80167,-155.4183,1992,341.06,851.642912456511
"4MF92 G128A 1 60BON 1","4MF92","GZ169",56.92167,-155.42,1992,198.81,640.929855329286
"4MF92 G129A 1 60BON 1","4MF92","GZ167",56.91833,-155.6667,1992,377.03,NA
"4MF92 G130A 1 60BON 1","4MF92","GX169",57.04833,-155.6667,1992,204.9,NA
"4MF92 G131A 1 60BON 1","4MF92","GX167",57.03167,-155.9283,1992,241.59,672.958489216352
"4MF92 G132A 1 60BON 1","4MF92","GV169",57.16,-155.8967,1992,191,463.289324476715
"4MF92 G133A 1 60BON 1","4MF92","GV167",57.15167,-156.155,1992,204.45,NA
"4MF92 G134A 1 60BON 1","4MF92","GV169",57.27667,-155.91499,1992,310.02,1162.32760497937
"4MF92 G135A 1 60BON 1","4MF92","GX169",57.165,-155.6917,1992,274.83,NA
"4MF92 G136B 1 60BON 1","4MF92","GZ169",57.04833,-155.43671,1992,291.35,845.446054358294
"4MF92 G137A 1 60BON 1","4MF92","HB169",56.93833,-155.1933,1992,327.87,NA
"4MF92 G138A 1 60BON 1","4MF92","GZ171",57.175,-155.2117,1992,373.68,NA
"4MF92 G139A 1 60BON 1","4MF92","GX171",57.29667,-155.4567,1992,392.71,1529.59684066431
"4MF92 G140A 1 60BON 1","4MF92","GV171",57.41,-155.6967,1992,361.84,NA
"5MF93 13 1 60BON 1","5MF93","GX179",57.61333,-154.6633,1993,196.26,1129.52425989103
"5MF93 17 2 60BON 1","5MF93","GV175",57.715,-155.245,1993,377.04,NA
"5MF93 18 2 60BON 1","5MF93","GV177",57.62667,-155.075,1993,291.97,NA
"5MF93 19 2 60BON 1","5MF93","GX177",57.54833,-154.88001,1993,212.15,1208.62985808069
"5MF93 20 1 60BON 1","5MF93","GV173",57.535,-155.47501,1993,1069.79,1591.99853485924
"5MF93 21 1 60BON 1","5MF93","GV169",57.27333,-155.9183,1993,917.24,1464.09774307461
"5MF93 22 1 60BON 1","5MF93","GV165",57.03,-156.3483,1993,328.36,833.031481999029
"5MF93 23 1 60BON 1","5MF93","GV161",56.76667,-156.7867,1993,437.6,1147.26457293434
"5MF93 24 1 60BON 1","5MF93","GV159",56.64167,-157.0217,1993,293.01,NA
"5MF93 25 1 60BON 1","5MF93","GU158",56.65833,-157.17999,1993,245.55,NA
"5MF93 26 1 60BON 1","5MF93","GX159",56.525,-156.77831,1993,370.63,1019.33130853621
"5MF93 27 1 60BON 1","5MF93","GX157",56.40333,-157.0033,1993,369.16,NA
"5MF93 28 1 60BON 1","5MF93","GV155",56.485,-157.2383,1993,238.02,NA
"5MF93 29 1 60BON 1","5MF93","GV155",56.545,-157.40669,1993,252.6,NA
"5MF93 30 1 60BON 1","5MF93","GV155",56.39833,-157.4633,1993,362.97,NA
"5MF93 31 1 60BON 1","5MF93","GV151",56.255,-157.68829,1993,427.06,NA
"5MF93 32 1 60BON 1","5MF93","GV149",56.12333,-157.9267,1993,400.43,1607.01215790674
"5MF93 33 1 60BON 1","5MF93","GV147",55.99833,-158.14169,1993,498.8,NA
"5MF93 34 2 60BON 1","5MF93","GV145",55.87,-158.37331,1993,354.51,2085.53822194355
"5MF93 36 1 60BON 1","5MF93","GV143",55.72333,-158.61501,1993,208.13,NA
"5MF93 37 2 60BON 1","5MF93","GX145",55.735,-158.13831,1993,1139.6,NA
"5MF93 38 2 60BON 1","5MF93","HB145",55.48667,-157.65331,1993,1621.24,NA
"5MF93 39 2 60BON 1","5MF93","HF145",55.25,-157.1633,1993,1611.59,NA
"5MF93 41 1 60BON 1","5MF93","HH151",55.38,-156.4783,1993,544.18,NA
"5MF93 42 1 60BON 1","5MF93","HF151",55.50333,-156.7283,1993,648.39,1263.33801717341
"5MF93 43 1 60BON 1","5MF93","HD149",55.63667,-156.9717,1993,678.34,1124.81679235835
"5MF93 44 1 60BON 1","5MF93","HB149",55.755,-157.2117,1993,643.26,NA
"5MF93 45 1 60BON 1","5MF93","GZ149",55.885,-157.46671,1993,683.23,1382.28969563412
"5MF93 46 1 60BON 1","5MF93","GX149",56,-157.7,1993,549.62,NA
"5MF93 47 1 60BON 1","5MF93","GX151",56.13167,-157.4633,1993,402.25,696.505558670932
"5MF93 48 1 60BON 1","5MF93","GZ153",56.01833,-157.22501,1993,357.55,440.642808394206
"5MF93 49 1 60BON 1","5MF93","HB153",55.89167,-156.98669,1993,330.66,NA
"5MF93 50 1 60BON 1","5MF93","HD153",55.77167,-156.7467,1993,375.64,563.163095975129
"5MF93 51 1 60BON 1","5MF93","HF153",55.64,-156.5,1993,421.37,NA
"5MF93 52 1 60BON 1","5MF93","HH153",55.52,-156.2683,1993,413.51,1578.56890961194
"5MF93 55 1 60BON 1","5MF93","HH155",55.65167,-156.05499,1993,430.25,NA
"5MF93 56 1 60BON 1","5MF93","HF155",55.77667,-156.295,1993,424.59,1146.85735381793
"5MF93 57 1 60BON 1","5MF93","HF157",55.915,-156.06329,1993,409.04,NA
"5MF93 61 1 60BON 1","5MF93","HD155",55.90833,-156.53169,1993,368.64,NA
"5MF93 62 1 60BON 1","5MF93","HD153",55.90333,-156.735,1993,284.68,593.891100036689
"5MF93 63 1 60BON 1","5MF93","GZ153",56.02667,-157.0033,1993,285.27,589.519117818003
"5MF93 64 1 60BON 1","5MF93","GZ155",56.14833,-157.00169,1993,368.11,NA
"5MF93 65 1 60BON 1","5MF93","GX155",56.265,-157.23669,1993,409.35,1115.90647992786
"5MF93 68 1 60BON 1","5MF93","GZ157",56.28167,-156.78,1993,394.06,862.55486845936
"5MF93 69 1 60BON 1","5MF93","HB157",56.15667,-156.535,1993,484.85,NA
"5MF93 70 1 60BON 1","5MF93","HD157",56.03667,-156.30499,1993,399.52,1149.80499008678
"5MF93 71 1 60BON 1","5MF93","HD159",56.165,-156.0833,1993,413.41,NA
"5MF93 72 1 60BON 1","5MF93","HB159",56.29167,-156.31,1993,404.83,803.116970649156
"5MF93 73 1 60BON 1","5MF93","GZ159",56.41,-156.54829,1993,381.11,NA
"5MF93 74 1 60BON 1","5MF93","GX161",56.65333,-156.5817,1993,372.54,NA
"5MF93 77 1 60BON 1","5MF93","GZ161",56.535,-156.3383,1993,396.85,789.737685447758
"5MF93 78 1 60BON 1","5MF93","HB161",56.42167,-156.07829,1993,401.14,NA
"5MF93 79 1 60BON 1","5MF93","HD161",56.3,-155.8467,1993,422.93,1418.80287583593
"5MF93 80 1 60BON 1","5MF93","HB163",56.54833,-155.8533,1993,409.07,823.983508947769
"5MF93 81 1 60BON 1","5MF93","GZ163",56.66667,-156.10671,1993,414.7,NA
"5MF93 82 1 60BON 1","5MF93","GX163",56.79,-156.35001,1993,361.41,776.116113396373
"5MF93 83 1 60BON 1","5MF93","GV163",56.9,-156.48331,1993,371.71,NA
"5MF93 84 1 60BON 1","5MF93","GX165",56.91833,-156.11501,1993,356.19,NA
"5MF93 85 1 60BON 1","5MF93","GZ165",56.795,-155.8667,1993,383.31,769.332439419316
"5MF93 86 1 60BON 1","5MF93","HB165",56.68167,-155.635,1993,390.9,NA
"5MF93 87 1 60BON 1","5MF93","HD163",56.425,-155.60001,1993,423.85,NA
"5MF93 90 1 60BON 1","5MF93","HD165",56.55833,-155.3667,1993,401.14,1423.41637351382
"5MF93 91 1 60BON 1","5MF93","HD167",56.68167,-155.1683,1993,393.9,NA
"5MF93 92 1 60BON 1","5MF93","HB167",56.8,-155.4183,1993,384.97,783.089570680567
"5MF93 93 1 60BON 1","5MF93","GZ167",56.915,-155.65669,1993,386.15,NA
"5MF93 94 1 60BON 1","5MF93","GX167",57.03167,-155.92,1993,278.11,741.272005774545
"5MF93 95 1 60BON 1","5MF93","GV167",57.08333,-156.02831,1993,331.98,NA
"5MF93 96 1 60BON 1","5MF93","GX169",57.165,-155.67999,1993,519.52,NA
"5MF93 97 1 60BON 1","5MF93","GZ169",57.04833,-155.4333,1993,390.8,1398.91785479044
"5MF93 100 1 60BON 1","5MF93","HB169",56.93333,-155.1917,1993,409.36,NA
"5MF93 101 2 60BON 1","5MF93","HD169",56.81333,-154.92999,1993,401.71,1833.8765609741
"6MF94 4 1 60BON 1","6MF94","GV175",57.68167,-155.16834,1994,324.0097,NA
"6MF94 6 2 60BON 1","6MF94","GX175",57.605,-155.00667,1994,303.2637,917.180618235835
"6MF94 9 1 60BON 1","6MF94","GV173",57.53333,-155.47333,1994,404.0888,1106.3664387077
"6MF94 10 1 60BON 1","6MF94","GV171",57.41167,-155.68666,1994,364.1706,NA
"6MF94 11 1 60BON 1","6MF94","GX171",57.3,-155.46333,1994,371.9213,758.447909113973
"6MF94 12 1 60BON 1","6MF94","GX169",57.17,-155.68333,1994,388.2582,NA
"6MF94 13 1 60BON 1","6MF94","GV169",57.27667,-155.92667,1994,383.9471,1278.85685802993
"6MF94 14 1 60BON 1","6MF94","GV167",57.15,-156.16333,1994,358.7688,NA
"6MF94 15 1 60BON 1","6MF94","GX167",57.035,-155.90834,1994,380.8196,748.690176593735
"6MF94 16 1 60BON 1","6MF94","GX165",56.91667,-156.11,1994,373.2766,NA
"6MF94 17 1 60BON 1","6MF94","GV165",57.03,-156.35167,1994,320.1458,842.682785547803
"6MF94 18 1 60BON 1","6MF94","GV163",56.90333,-156.49333,1994,379.7798,NA
"6MF94 19 1 60BON 1","6MF94","GX163",56.78833,-156.34666,1994,370.4889,783.467125774584
"6MF94 20 1 60BON 1","6MF94","GX161",56.65333,-156.58333,1994,380.8468,NA
"6MF94 21 1 60BON 1","6MF94","GV161",56.765,-156.79334,1994,401.4314,1134.67277180092
"6MF94 22 1 60BON 1","6MF94","GV159",56.64667,-157.035,1994,417.047,NA
"6MF94 23 1 60BON 1","6MF94","GV155",56.47,-157.20833,1994,401.9512,NA
"6MF94 24 1 60BON 1","6MF94","GV155",56.39833,-157.46666,1994,378.4225,NA
"6MF94 25 1 60BON 1","6MF94","GX155",56.26833,-157.23666,1994,448.239,787.178342901336
"6MF94 26 1 60BON 1","6MF94","GX151",56.135,-157.46001,1994,398.0448,681.762467497323
"6MF94 27 1 60BON 1","6MF94","GV151",56.25667,-157.69667,1994,500.914,NA
"6MF94 29 1 60BON 1","6MF94","GV149",56.12,-157.93333,1994,430.5761,1413.45702381422
"6MF94 30 1 60BON 1","6MF94","GV147",56.11167,-158.215,1994,394.6044,NA
"6MF94 31 1 60BON 1","6MF94","GV147",55.99833,-158.15334,1994,366.031,NA
"6MF94 32 1 60BON 1","6MF94","GV145",55.86,-158.38333,1994,602.9189,1797.37011319053
"6MF94 34 1 60BON 1","6MF94","GV143",55.72167,-158.60333,1994,580.3605,NA
"6MF94 47 1 60BON 1","6MF94","HB141",55.21833,-158.08,1994,536.1905,NA
"6MF94 49 1 60BON 1","6MF94","GZ143",55.48333,-158.13333,1994,884.7081,NA
"6MF94 50 1 60BON 1","6MF94","HB143",55.355,-157.88001,1994,619.1398,2064.33123903963
"6MF94 51 1 60BON 1","6MF94","HD143",55.24166,-157.66333,1994,620.1135,NA
"6MF94 52 1 60BON 1","6MF94","HF143",55.11,-157.395,1994,675.4033,1746.76465169577
"6MF94 54 1 60BON 1","6MF94","HH145",55.11833,-156.925,1994,528.1923,1603.89271336784
"6MF94 57 1 60BON 1","6MF94","HH147",55.24833,-156.705,1994,423.3852,NA
"6MF94 58 1 60BON 1","6MF94","HF147",55.37667,-156.95,1994,605.0496,1030.29136204009
"6MF94 59 1 60BON 1","6MF94","HD147",55.50834,-157.20334,1994,636.3669,NA
"6MF94 60 1 60BON 1","6MF94","HB147",55.625,-157.425,1994,624.5507,1252.95670470418
"6MF94 61 1 60BON 1","6MF94","GZ147",55.75333,-157.67334,1994,620.9351,NA
"6MF94 62 1 60BON 1","6MF94","GX147",55.86833,-157.91499,1994,593.9869,1100.76356865431
"6MF94 63 1 60BON 1","6MF94","GX149",56.00333,-157.69667,1994,399.7597,NA
"6MF94 64 1 60BON 1","6MF94","GZ149",55.885,-157.47166,1994,417.6788,781.675723934746
"6MF94 65 1 60BON 1","6MF94","HB149",55.76167,-157.205,1994,418.0984,NA
"6MF94 66 1 60BON 1","6MF94","HD149",55.64333,-156.98,1994,428.5595,701.257004158136
"6MF94 67 1 60BON 1","6MF94","HF151",55.51,-156.72,1994,431.3275,765.271931553411
"6MF94 68 1 60BON 1","6MF94","HH151",55.39,-156.485,1994,415.9979,NA
"6MF94 73 1 60BON 1","6MF94","HH153",55.52167,-156.26334,1994,401.106,1549.17363552445
"6MF94 74 1 60BON 1","6MF94","HF153",55.64167,-156.5,1994,426.6114,NA
"6MF94 75 1 60BON 1","6MF94","HD153",55.77833,-156.75166,1994,416.7558,1008.52790300489
"6MF94 76 1 60BON 1","6MF94","HB153",55.895,-156.985,1994,400.1447,NA
"6MF94 77 1 60BON 1","6MF94","GZ153",56.025,-157.23167,1994,417.3624,861.58628741371
"6MF94 78 1 60BON 1","6MF94","GZ155",56.15167,-156.99667,1994,396.6812,NA
"6MF94 79 1 60BON 1","6MF94","HB153",56.02,-156.77667,1994,389.0431,NA
"6MF94 80 1 60BON 1","6MF94","HD155",55.90166,-156.53166,1994,419.4849,NA
"6MF94 81 1 60BON 1","6MF94","HF155",55.77666,-156.27834,1994,449.4364,870.896298880466
"6MF94 82 1 60BON 1","6MF94","HH155",55.64833,-156.05167,1994,463.958,NA
"6MF94 85 1 60BON 1","6MF94","HH157",55.84333,-155.81166,1994,393.0708,1428.17544830883
"6MF94 86 2 60BON 1","6MF94","HF157",55.90667,-155.99001,1994,381.1202,NA
"6MF94 93 1 60BON 1","6MF94","HD157",56.03833,-156.29666,1994,444.7145,1019.63800746659
"6MF94 94 1 60BON 1","6MF94","HB157",56.15833,-156.53667,1994,425.0909,NA
"6MF94 96 1 60BON 1","6MF94","GZ157",56.285,-156.78,1994,481.0987,1003.50685833271
"6MF94 103 1 60BON 1","6MF94","GT155",56.51333,-157.47,1994,446.4989,1619.75474694546
"6MF94 104 1 60BON 1","6MF94","GX159",56.52333,-156.785,1994,447.635,915.814047312538
"6MF94 105 1 60BON 1","6MF94","GZ159",56.41167,-156.55167,1994,383.4692,NA
"6MF94 106 1 60BON 1","6MF94","HB159",56.29,-156.30833,1994,393.3189,793.148158380365
"6MF94 107 1 60BON 1","6MF94","HD159",56.16834,-156.09,1994,396.4017,NA
"6MF94 108 1 60BON 1","6MF94","HF159",56.04833,-155.83501,1994,466.0894,1031.57462828991
"6MF94 109 1 60BON 1","6MF94","HD161",56.295,-155.85167,1994,523.8892,1077.87391995716
"6MF94 110 1 60BON 1","6MF94","HB161",56.415,-156.08501,1994,403.0067,NA
"6MF94 111 1 60BON 1","6MF94","GZ161",56.53333,-156.33333,1994,402.9182,793.490796709443
"6MF94 115 2 60BON 1","6MF94","GZ163",56.66834,-156.10167,1994,406.0058,NA
"6MF94 116 2 60BON 1","6MF94","HB163",56.55333,-155.85667,1994,391.5996,810.633690278905
"6MF94 117 2 60BON 1","6MF94","HD163",56.43667,-155.62833,1994,417.0288,NA
"6MF94 118 1 60BON 1","6MF94","HD165",56.56333,-155.38834,1994,380.142,1485.39542391098
"6MF94 119 1 60BON 1","6MF94","HB165",56.68,-155.63834,1994,379.4045,NA
"6MF94 120 1 60BON 1","6MF94","GZ165",56.795,-155.86833,1994,376.8609,762.618035703704
"6MF94 124 1 60BON 1","6MF94","GZ167",56.91834,-155.66333,1994,382.2111,NA
"6MF94 125 1 60BON 1","6MF94","HB167",56.805,-155.41834,1994,392.8705,1023.5517380377
"6MF94 126 1 60BON 1","6MF94","HD167",56.68833,-155.16834,1994,427.2471,NA
"6MF94 127 1 60BON 1","6MF94","HB169",56.93667,-155.18666,1994,514.0404,NA
"6MF94 128 1 60BON 1","6MF94","HB171",57.06667,-154.965,1994,395.9814,1455.74783748869
"6MF94 130 1 60BON 1","6MF94","GZ173",57.30833,-154.99167,1994,437.701,956.535122009939
"6MF94 131 1 60BON 1","6MF94","GZ171",57.18333,-155.21333,1994,389.1183,NA
"6MF94 132 1 60BON 1","6MF94","GZ169",57.05167,-155.435,1994,399.5561,791.150228831894
"6MF94 137 1 60BON 1","6MF94","GX173",57.42167,-155.235,1994,418.3286,NA
"6MF94 138 1 60BON 1","6MF94","GV177",57.78,-155.03334,1994,314.169,NA
"6MF94 139 1 60BON 1","6MF94","GX177",57.67833,-154.78,1994,311.5295,839.262988530926
"6MF94 142 1 60BON 1","6MF94","GX179",57.8,-154.535,1994,360.4221,1659.80370510908
"6MF94 143 1 60BON 1","6MF94","GV179",57.91,-154.785,1994,354.3675,NA
"8MF95 19 1 60BON 1","8MF95","HF143",55.1085,-157.39917,1995,568.2339,1558.09333305841
"8MF95 20 1 60BON 1","8MF95","HD143",55.24367,-157.66484,1995,505.9514,NA
"8MF95 21 1 60BON 1","8MF95","HB143",55.35417,-157.87933,1995,476.7131,1449.75404092915
"8MF95 22 1 60BON 1","8MF95","GZ143",55.48333,-158.13699,1995,468.1817,NA
"8MF95 23 1 60BON 1","8MF95","GX143",55.6,-158.35851,1995,434.1432,1505.40919117504
"8MF95 24 1 60BON 1","8MF95","GV143",55.723,-158.61067,1995,395.4031,NA
"8MF95 25 1 60BON 1","8MF95","GV145",55.86317,-158.38417,1995,410.2203,1405.67626531509
"8MF95 26 1 60BON 1","8MF95","GX145",55.7345,-158.14267,1995,407.4046,NA
"8MF95 27 1 60BON 1","8MF95","GZ145",55.62267,-157.91567,1995,425.3211,835.845883192084
"8MF95 28 1 60BON 2","8MF95","HB145",55.48833,-157.65633,1995,417.9756,NA
"8MF95 29 1 60BON 1","8MF95","HD145",55.37983,-157.43517,1995,428.3449,848.294437532295
"8MF95 30 1 60BON 1","8MF95","HF145",55.24633,-157.1635,1995,448.7045,NA
"8MF95 31 1 60BON 1","8MF95","HH145",55.12067,-156.92416,1995,423.7497,1237.74799675331
"8MF95 35 1 60BON 1","8MF95","HH149",55.25167,-156.70317,1995,416.3349,1048.91390625637
"8MF95 36 1 60BON 1","8MF95","HF147",55.37634,-156.94783,1995,432.5513,659.469982517816
"8MF95 37 1 60BON 1","8MF95","HD147",55.5095,-157.20366,1995,421.6244,NA
"8MF95 38 1 60BON 1","8MF95","HB147",55.62383,-157.43384,1995,415.6328,833.521357171328
"8MF95 39 1 60BON 1","8MF95","GZ147",55.75317,-157.68333,1995,414.1275,NA
"8MF95 40 1 60BON 1","8MF95","GX147",55.869,-157.91451,1995,410.4122,795.594044769614
"8MF95 41 1 60BON 1","8MF95","GV147",55.9965,-158.151,1995,390.4887,NA
"8MF95 42 2 60BON 2","8MF95","GV149",56.11917,-157.93266,1995,386.103,1407.52674379885
"8MF95 43 2 60BON 2","8MF95","GX149",56.0045,-157.69251,1995,395.0489,NA
"8MF95 44 2 60BON 2","8MF95","GZ149",55.8865,-157.46634,1995,413.8074,777.075373486198
"8MF95 45 2 60BON 2","8MF95","HB149",55.7615,-157.2195,1995,422.3301,NA
"8MF95 46 2 60BON 2","8MF95","HD149",55.64017,-156.9785,1995,443.83,716.307657792602
"8MF95 47 2 60BON 2","8MF95","HF151",55.50367,-156.71401,1995,434.6892,652.311852228343
"8MF95 48 1 60BON 1","8MF95","HH151",55.38317,-156.48216,1995,410.5271,NA
"8MF95 51 1 60BON 1","8MF95","HH153",55.52067,-156.26666,1995,414.6359,1835.3682388993
"8MF95 52 1 60BON 1","8MF95","HF153",55.64083,-156.50183,1995,537.3746,NA
"8MF95 53 2 60BON 2","8MF95","HD153",55.77983,-156.7505,1995,424.9185,1410.89425562986
"8MF95 54 2 60BON 2","8MF95","HB153",55.89633,-156.98584,1995,511.7938,NA
"8MF95 56 2 60BON 2","8MF95","GZ153",56.0215,-157.2265,1995,412.2919,930.5127937936
"8MF95 58 2 60BON 2","8MF95","GX151",56.13367,-157.46666,1995,398.3715,710.059042531864
"8MF95 59 2 60BON 2","8MF95","GV151",56.25517,-157.69533,1995,410.0234,NA
"8MF95 60 2 60BON 2","8MF95","GX155",56.26833,-157.23734,1995,519.1696,1609.03228761947
"8MF95 61 1 60BON 1","8MF95","GZ155",56.1495,-157.002,1995,646.8919,NA
"8MF95 62 1 60BON 1","8MF95","HD155",55.90533,-156.52983,1995,714.2483,NA
"8MF95 63 1 60BON 1","8MF95","HH155",55.64933,-156.04683,1995,605.5601,NA
"8MF95 64 1 60BON 1","8MF95","HF157",55.91383,-156.0575,1995,749.9891,NA
"8MF95 65 1 60BON 1","8MF95","HB157",56.15883,-156.53349,1995,789.9948,NA
"8MF95 72 1 60BON 1","8MF95","GZ159",56.41033,-156.549,1995,826.7061,NA
"8MF95 73 1 60BON 1","8MF95","HD159",56.16383,-156.086,1995,708.4185,NA
"8MF95 76 1 60BON 1","8MF95","HB161",56.42233,-156.08533,1995,794.8309,NA
