"Species","MeanCPUE","Year","CPUE_SE","Common_Name2"
"Ammodytes personatus",64.7019203167133,1981,20.1029774373642,"Pacific sand lance"
"Ammodytes personatus",40.4246858928015,1982,10.5336125940683,"Pacific sand lance"
"Ammodytes personatus",51.7128605240223,1983,13.7201765427916,"Pacific sand lance"
"Ammodytes personatus",43.8768694637917,1985,9.3685673212446,"Pacific sand lance"
"Ammodytes personatus",23.5206909286547,1987,9.5173071151846,"Pacific sand lance"
"Ammodytes personatus",17.2780735660285,1988,4.62896317984444,"Pacific sand lance"
"Ammodytes personatus",36.9875639661784,1989,7.21460070323473,"Pacific sand lance"
"Ammodytes personatus",16.2273444073205,1990,3.89818688026562,"Pacific sand lance"
"Ammodytes personatus",47.5301183384194,1991,12.8820543156895,"Pacific sand lance"
"Ammodytes personatus",39.7137979193168,1992,11.6234140550853,"Pacific sand lance"
"Ammodytes personatus",53.6366594505863,1993,14.4487993528848,"Pacific sand lance"
"Ammodytes personatus",29.3409730751129,1994,11.367116100864,"Pacific sand lance"
"Ammodytes personatus",55.8318763859145,1995,13.8798995924921,"Pacific sand lance"
"Ammodytes personatus",58.5496836756955,1996,16.1411921661723,"Pacific sand lance"
"Ammodytes personatus",21.736009860765,1997,6.74773758893481,"Pacific sand lance"
"Ammodytes personatus",12.42956433872,1998,5.62640771946282,"Pacific sand lance"
"Ammodytes personatus",50.2345074389931,1999,18.309358374128,"Pacific sand lance"
"Ammodytes personatus",99.483744944992,2000,31.9736133190722,"Pacific sand lance"
"Ammodytes personatus",41.4739512188725,2001,9.9162023928493,"Pacific sand lance"
"Ammodytes personatus",13.1785366860079,2002,3.43699915660421,"Pacific sand lance"
"Ammodytes personatus",10.9024898027315,2003,3.36437223370555,"Pacific sand lance"
"Ammodytes personatus",15.2799616160191,2004,3.81409208955087,"Pacific sand lance"
"Ammodytes personatus",11.3017784741568,2005,3.21753783364323,"Pacific sand lance"
"Ammodytes personatus",57.3795715711734,2006,11.8796493747229,"Pacific sand lance"
"Ammodytes personatus",86.4988519649535,2007,16.1656171501945,"Pacific sand lance"
"Ammodytes personatus",77.9261893937138,2008,13.2551296399792,"Pacific sand lance"
"Ammodytes personatus",26.7342091900196,2009,4.72694793181131,"Pacific sand lance"
"Ammodytes personatus",31.3169931516705,2010,7.51134965702884,"Pacific sand lance"
"Ammodytes personatus",9.36512701509337,2011,1.68209861614894,"Pacific sand lance"
"Ammodytes personatus",22.4405258021079,2013,5.72721124561135,"Pacific sand lance"
"Ammodytes personatus",16.2101164608537,2015,2.90521566343605,"Pacific sand lance"
"Ammodytes personatus",41.4639235373526,2017,9.32867085247737,"Pacific sand lance"
"Ammodytes personatus",153.616873738274,2019,49.6192592045168,"Pacific sand lance"
"Atheresthes stomias",0.62468568275031,1981,0.450233675417547,"Arrowtooth flounder"
"Atheresthes stomias",0,1982,0,"Arrowtooth flounder"
"Atheresthes stomias",0.547927181585501,1983,0.389463000739413,"Arrowtooth flounder"
"Atheresthes stomias",9.55752136892561,1985,9.23738272552358,"Arrowtooth flounder"
"Atheresthes stomias",0,1987,0,"Arrowtooth flounder"
"Atheresthes stomias",0.395654761472121,1988,0.163621507516179,"Arrowtooth flounder"
"Atheresthes stomias",0.806618118473859,1989,0.258765750941091,"Arrowtooth flounder"
"Atheresthes stomias",3.12546762259999,1990,1.59820601431555,"Arrowtooth flounder"
"Atheresthes stomias",0,1991,0,"Arrowtooth flounder"
"Atheresthes stomias",20.6797541632846,1992,11.9691998545714,"Arrowtooth flounder"
"Atheresthes stomias",2.19509628373152,1993,1.60784036733717,"Arrowtooth flounder"
"Atheresthes stomias",11.5499652107364,1994,9.00170514337199,"Arrowtooth flounder"
"Atheresthes stomias",17.4220573755801,1995,10.4094528421303,"Arrowtooth flounder"
"Atheresthes stomias",19.5278161741943,1996,5.78872737929016,"Arrowtooth flounder"
"Atheresthes stomias",16.9221760265178,1997,11.144270291944,"Arrowtooth flounder"
"Atheresthes stomias",4.00144990909916,1998,2.6408050180086,"Arrowtooth flounder"
"Atheresthes stomias",2.1902723707786,1999,1.5742451876017,"Arrowtooth flounder"
"Atheresthes stomias",1.09710771493872,2000,0.568416260274045,"Arrowtooth flounder"
"Atheresthes stomias",3.51106475477548,2001,0.921374436691092,"Arrowtooth flounder"
"Atheresthes stomias",0.836704525414691,2002,0.580664114132403,"Arrowtooth flounder"
"Atheresthes stomias",0,2003,0,"Arrowtooth flounder"
"Atheresthes stomias",20.7523449275202,2004,19.9642369990246,"Arrowtooth flounder"
"Atheresthes stomias",0.497620240186945,2005,0.299243628453492,"Arrowtooth flounder"
"Atheresthes stomias",2.04523225400808,2006,0.713632083103281,"Arrowtooth flounder"
"Atheresthes stomias",7.54691710041218,2007,3.89845974931752,"Arrowtooth flounder"
"Atheresthes stomias",0.295227865750234,2008,0.207420619846284,"Arrowtooth flounder"
"Atheresthes stomias",0.866897760468038,2009,0.780191416315103,"Arrowtooth flounder"
"Atheresthes stomias",0.379736120270152,2010,0.266849636338139,"Arrowtooth flounder"
"Atheresthes stomias",1.33033746136331,2011,0.997211493124742,"Arrowtooth flounder"
"Atheresthes stomias",3.9005654669248,2013,2.11412452163751,"Arrowtooth flounder"
"Atheresthes stomias",0.733166550092481,2015,0.404699820765621,"Arrowtooth flounder"
"Atheresthes stomias",5.45446706473887,2017,1.64652705837028,"Arrowtooth flounder"
"Atheresthes stomias",0,2019,0,"Arrowtooth flounder"
"Bathymaster spp.",180.352915718487,1981,86.8249261181945,"Ronquils"
"Bathymaster spp.",0.882432165634966,1982,0.882432165634966,"Ronquils"
"Bathymaster spp.",159.189978284231,1983,48.3592819954918,"Ronquils"
"Bathymaster spp.",79.0821248907892,1985,36.9337293161281,"Ronquils"
"Bathymaster spp.",60.7346440705553,1987,23.826095979112,"Ronquils"
"Bathymaster spp.",83.2481499811938,1988,13.5626751476216,"Ronquils"
"Bathymaster spp.",14.5748706175283,1989,4.84760692678594,"Ronquils"
"Bathymaster spp.",93.0774193931552,1990,38.6540329393592,"Ronquils"
"Bathymaster spp.",7.13613093429059,1991,3.52099900285651,"Ronquils"
"Bathymaster spp.",25.8753747786706,1992,6.34323100724581,"Ronquils"
"Bathymaster spp.",199.221499783179,1993,110.408982736997,"Ronquils"
"Bathymaster spp.",14.9076508125538,1994,6.06216299569728,"Ronquils"
"Bathymaster spp.",10.8802590727367,1995,3.62605587433901,"Ronquils"
"Bathymaster spp.",95.4716072209737,1996,41.1706679064034,"Ronquils"
"Bathymaster spp.",72.1524163386159,1997,20.4960743745207,"Ronquils"
"Bathymaster spp.",159.432201205844,1998,39.2976859014933,"Ronquils"
"Bathymaster spp.",31.9403051481591,1999,18.4782132934368,"Ronquils"
"Bathymaster spp.",100.450640349882,2000,24.9422338443594,"Ronquils"
"Bathymaster spp.",80.5826971059636,2001,20.3335701475096,"Ronquils"
"Bathymaster spp.",49.0209142220146,2002,33.4641925433361,"Ronquils"
"Bathymaster spp.",87.8700024589786,2003,29.0016443884455,"Ronquils"
"Bathymaster spp.",30.0916516016367,2004,8.95458839708044,"Ronquils"
"Bathymaster spp.",71.701149626065,2005,39.2553935370734,"Ronquils"
"Bathymaster spp.",57.6538285777079,2006,41.4635246875062,"Ronquils"
"Bathymaster spp.",1.42571213155069,2007,0.78568099985108,"Ronquils"
"Bathymaster spp.",112.636715063475,2008,65.9167794260822,"Ronquils"
"Bathymaster spp.",21.6941775479883,2009,8.28344609475096,"Ronquils"
"Bathymaster spp.",49.5368309015558,2010,31.1307837349728,"Ronquils"
"Bathymaster spp.",57.4412206002202,2011,20.7734434955528,"Ronquils"
"Bathymaster spp.",41.294723189876,2013,16.2845232442609,"Ronquils"
"Bathymaster spp.",22.9762769103261,2015,6.60658300044327,"Ronquils"
"Bathymaster spp.",4.08096931771211,2017,1.82778740303137,"Ronquils"
"Bathymaster spp.",0,2019,0,"Ronquils"
"Gadus chalcogrammus",2768.39657627056,1981,606.561228637003,"Walleye pollock"
"Gadus chalcogrammus",56.5886961443873,1982,13.4260823469365,"Walleye pollock"
"Gadus chalcogrammus",451.701448153239,1983,98.2958389984695,"Walleye pollock"
"Gadus chalcogrammus",95.055089858746,1985,20.5821899292871,"Walleye pollock"
"Gadus chalcogrammus",277.03346689216,1987,48.0831520238365,"Walleye pollock"
