x,y,xy,longitude,latitude
ht,135,ht135,-156.7448597,53.75620043
ht,137,ht137,-156.5458415,53.88000839
ht,139,ht139,-156.3468233,54.00345082
ht,141,ht141,-156.1478051,54.12652823
ht,143,ht143,-155.9150479,54.26566768
ht,145,ht145,-155.700674,54.40236433
ht,147,ht147,-155.4926052,54.52483081
ht,149,ht149,-155.2810727,54.65398859
ht,151,ht151,-155.0800866,54.77632844
ht,153,ht153,-154.8792833,54.89818826
ht,155,ht155,-154.67848,55.01968045
ht,157,ht157,-154.4776767,55.14080556
ht,159,ht159,-154.2768734,55.26156417
ht,161,ht161,-154.0760701,55.38195686
ht,163,ht163,-153.8752667,55.50198419
ht,165,ht165,-153.6744634,55.62164676
ht,167,ht167,-153.4736601,55.74094516
ht,169,ht169,-153.2728568,55.85987996
ht,171,ht171,-153.0720535,55.97845178
ht,173,ht173,-152.8712502,56.09666122
ht,175,ht175,-152.6704469,56.21450887
ht,177,ht177,-152.4576349,56.33901003
ht,179,ht179,-152.2524707,56.45865358
ht,181,ht181,-152.0398255,56.58226331
ht,183,ht183,-151.8271803,56.70547019
ht,185,ht185,-151.6145351,56.82827497
ht,187,ht187,-151.4018899,56.9506784
ht,189,ht189,-151.1892447,57.07268124
ht,191,ht191,-150.9765995,57.19428424
ht,193,ht193,-150.7639543,57.31548817
ht,195,ht195,-150.5513091,57.4362938
ht,197,ht197,-150.3386638,57.5567019
ht,199,ht199,-150.1260186,57.67671326
ht,201,ht201,-149.9133734,57.79632864
ht,203,ht203,-149.7007282,57.91554885
ht,205,ht205,-149.488083,58.03437466
ht,207,ht207,-149.2754378,58.15280688
ht,209,ht209,-149.0608384,58.27182185
ht,211,ht211,-148.8335314,58.39767014
ht,213,ht213,-148.5929096,58.53028957
ht,215,ht215,-148.372172,58.65108538
ht,217,ht217,-148.1426165,58.77659924
ht,219,ht219,-147.913061,58.90166113
ht,221,ht221,-147.6835055,59.02627212
ht,223,ht223,-147.45395,59.15043322
ht,225,ht225,-147.2243945,59.27414548
ht,227,ht227,-146.9948391,59.39740996
ht,229,ht229,-146.7652836,59.5202277
ht,231,ht231,-146.5357281,59.64259976
ht,233,ht233,-146.3061726,59.7645272
ht,235,ht235,-146.0766171,59.88601109
ht,237,ht237,-145.8470617,60.00705249
ht,239,ht239,-145.6175062,60.12765249
ht,241,ht241,-145.3879507,60.24781215
hv,121,hv121,-157.9203756,52.75446293
hv,123,hv123,-157.7213575,52.88120706
hv,125,hv125,-157.5223393,53.00758181
hv,127,hv127,-157.3233211,53.13358763
hv,129,hv129,-157.1243029,53.25922501
hv,131,hv131,-156.9252847,53.3844944
hv,133,hv133,-156.7262666,53.50939631
hv,135,hv135,-156.5272484,53.6339312
hv,137,hv137,-156.3282302,53.75809957
hv,139,hv139,-156.129212,53.88190192
hv,141,hv141,-155.9301938,54.00533876
hv,143,hv143,-155.6974375,54.14488467
hv,145,hv145,-155.4809681,54.28451854
hv,147,hv147,-155.2688415,54.40858184
hv,149,hv149,-155.0581501,54.53759344
hv,151,hv151,-154.8581753,54.65966688
hv,153,hv153,-154.6582006,54.78137463
hv,155,hv155,-154.4582258,54.90271724
hv,157,hv157,-154.2582511,55.02369526
hv,159,hv159,-154.0582763,55.14430926
hv,161,hv161,-153.8583016,55.26455978
hv,163,hv163,-153.6583268,55.38444741
hv,165,hv165,-153.458352,55.50397271
hv,167,hv167,-153.2583773,55.62313626
hv,169,hv169,-153.0584025,55.74193863
hv,171,hv171,-152.8584278,55.86038042
hv,173,hv173,-152.658453,55.97846222
hv,175,hv175,-152.4584783,56.09618461
hv,177,hv177,-152.2447911,56.22158276
hv,179,hv179,-152.0408352,56.34088891
hv,181,hv181,-151.8288377,56.46450482
hv,183,hv183,-151.6168402,56.58771963
hv,185,hv185,-151.4048427,56.71053408
hv,187,hv187,-151.1928453,56.83294891
hv,189,hv189,-150.9808478,56.95496485
hv,191,hv191,-150.7688503,57.07658267
hv,193,hv193,-150.5568529,57.19780311
hv,195,hv195,-150.3448554,57.31862693
hv,197,hv197,-150.1328579,57.43905488
hv,199,hv199,-149.9208605,57.55908775
hv,201,hv201,-149.708863,57.67872629
hv,203,hv203,-149.4968655,57.79797129
hv,205,hv205,-149.284868,57.91682353
hv,207,hv207,-149.0728706,58.03528378
hv,209,hv209,-148.8624439,58.15247942
hv,211,hv211,-148.6316847,58.28055698
hv,213,hv213,-148.3887733,58.41488074
hv,215,hv215,-148.1546486,58.5434365
hv,217,hv217,-147.9250932,58.6693375
hv,219,hv219,-147.6955377,58.79478566
hv,221,hv221,-147.4659822,58.91978203
hv,223,hv223,-147.2364267,59.04432762
hv,225,hv225,-147.0068712,59.16842349
hv,227,hv227,-146.7773158,59.29207067
hv,229,hv229,-146.5477603,59.41527022
hv,231,hv231,-146.3182048,59.53802318
hv,233,hv233,-146.0886493,59.66033062
hv,235,hv235,-145.8590938,59.78219359
hv,237,hv237,-145.6295383,59.90361317
hv,239,hv239,-145.3999829,60.02459042
hv,241,hv241,-145.1704274,60.14512641
hx,121,hx121,-157.7027643,52.62929877
hx,123,hx123,-157.5037462,52.75640707
hx,125,hx125,-157.304728,52.88314554
hx,127,hx127,-157.1057098,53.00951463
hx,129,hx129,-156.9066916,53.13551481
hx,131,hx131,-156.7076734,53.26114654
hx,133,hx133,-156.5086552,53.38641031
hx,135,hx135,-156.3096371,53.51130658
hx,137,hx137,-156.1106189,53.63583586
hx,139,hx139,-155.9116007,53.75999862
hx,141,hx141,-155.7125825,53.88379537
hx,143,hx143,-155.4798271,54.0237483
hx,145,hx145,-155.2551616,54.16259104
hx,147,hx147,-155.0474165,54.29056387
hx,149,hx149,-154.8354103,54.4207529
hx,151,hx151,-154.6362641,54.54266936
hx,153,hx153,-154.4371179,54.66422264
hx,155,hx155,-154.2379717,54.78541327
hx,157,hx157,-154.0388255,54.90624181
hx,159,hx159,-153.8396793,55.02670878
hx,161,hx161,-153.6405331,55.14681475
hx,163,hx163,-153.4413869,55.26656027
hx,165,hx165,-153.2422407,55.38594591
hx,167,hx167,-153.0430944,55.50497221
hx,169,hx169,-152.8439482,55.62363976
hx,171,hx171,-152.644802,55.74194913
hx,173,hx173,-152.4456558,55.8599009
hx,175,hx175,-152.2465096,55.97749564
hx,177,hx177,-152.0319474,56.10379459
hx,179,hx179,-151.8291996,56.22275961
hx,181,hx181,-151.6142465,56.34848418
hx,183,hx183,-151.403174,56.47153712
hx,185,hx185,-151.1921014,56.5941925
hx,187,hx187,-150.9810289,56.71645104
hx,189,hx189,-150.7699563,56.83831347
hx,191,hx191,-150.5588838,56.95978052
hx,193,hx193,-150.3478112,57.08085295
hx,195,hx195,-150.1367387,57.20153147
hx,197,hx197,-149.9256661,57.32181686
hx,199,hx199,-149.7145936,57.44170985
hx,201,hx201,-149.503521,57.56121121
hx,203,hx203,-149.2924485,57.68032169
hx,205,hx205,-149.0813759,57.79904206
hx,207,hx207,-148.8703034,57.91737309
hx,209,hx209,-148.6614595,58.03407225
hx,211,hx211,-148.429838,58.16305524
hx,213,hx213,-148.184637,58.29909259
hx,215,hx215,-147.9520829,58.42720595
hx,217,hx217,-147.7225278,58.55352464
hx,219,hx219,-147.4929727,58.67938956
hx,221,hx221,-147.2634176,58.80480173
hx,223,hx223,-147.0338625,58.92976218
hx,225,hx225,-146.8043074,59.05427194
hx,227,hx227,-146.5747522,59.17833205
hx,229,hx229,-146.3451971,59.30194357
hx,231,hx231,-146.115642,59.42510753
hx,233,hx233,-145.8860869,59.54782498
hx,235,hx235,-145.6565318,59.670097
hx,237,hx237,-145.4269767,59.79192464
hx,239,hx239,-145.1974216,59.91330896
hx,241,hx241,-144.9678665,60.03425104
hz,121,hz121,-157.485153,52.50377557
hz,123,hz123,-157.2861348,52.63124849
hz,125,hz125,-157.0871167,52.75835113
hz,127,hz127,-156.8880985,52.88508393
hz,129,hz129,-156.6890803,53.01144737
hz,131,hz131,-156.4900621,53.1374419
hz,133,hz133,-156.2910439,53.263068
hz,135,hz135,-156.0920258,53.38832613
hz,137,hz137,-155.8930076,53.51321678
hz,139,hz139,-155.6939894,53.63774043
hz,141,hz141,-155.4949712,53.76189759
hz,143,hz143,-155.2622167,53.90225808
hz,145,hz145,-155.0415563,54.04781224
hz,147,hz147,-154.8109882,54.18146008
hz,149,hz149,-154.6133612,54.30315366
hz,151,hz151,-154.4157342,54.42448856
hz,153,hz153,-154.2181073,54.5454653
hz,155,hz155,-154.0204803,54.66608438
hz,157,hz157,-153.8228533,54.78634634
hz,159,hz159,-153.6252263,54.9062517
hz,161,hz161,-153.4275994,55.025801
hz,163,hz163,-153.2299724,55.14499479
hz,165,hz165,-153.0323454,55.26383359
hz,167,hz167,-152.8347185,55.38231795
hz,169,hz169,-152.6370915,55.50044844
hz,171,hz171,-152.4394645,55.61822561
hz,173,hz173,-152.2418375,55.73565001
hz,175,hz175,-152.034541,55.85844135
hz,177,hz177,-151.8241157,55.98269034
hz,179,hz179,-151.6136904,56.10654141
hz,181,hz181,-151.4032651,56.22999525
hz,183,hz183,-151.1928398,56.35305257
hz,185,hz185,-150.9824145,56.47571407
hz,187,hz187,-150.7719892,56.59798047
hz,189,hz189,-150.5615639,56.71985248
hz,191,hz191,-150.3511386,56.84133084
hz,193,hz193,-150.1407132,56.96241626
hz,195,hz195,-149.9302879,57.08310947
hz,197,hz197,-149.7198626,57.20341122
hz,199,hz199,-149.5094373,57.32332224
hz,201,hz201,-149.299012,57.44284329
hz,203,hz203,-149.0885867,57.5619751
hz,205,hz205,-148.8781614,57.68071844
hz,207,hz207,-148.6677361,57.79907405
hz,209,hz209,-148.460475,57.91527165
hz,211,hz211,-148.2279913,58.04516413
hz,213,hz213,-147.9805006,58.18292434
hz,215,hz215,-147.7495172,58.31059045
hz,217,hz217,-147.5199624,58.43732771
hz,219,hz219,-147.2904077,58.56361025
hz,221,hz221,-147.0608529,58.68943909
hz,223,hz223,-146.8312982,58.81481526
hz,225,hz225,-146.6017434,58.9397398
hz,227,hz227,-146.3721887,59.06421373
hz,229,hz229,-146.142634,59.1882381
hz,231,hz231,-145.9130792,59.31181394
hz,233,hz233,-145.6835245,59.43494232
hz,235,hz235,-145.4539697,59.55762427
hz,237,hz237,-145.224415,59.67986087
hz,239,hz239,-144.9948603,59.80165318
hz,241,hz241,-144.7653055,59.92300225
B2,B2,B2,-161.036,55.345
B4,B4,B4,-161.639,55.363
B5,B5,B5,-161.588,55.476
B6,B6,B6,-161.523,55.559
B7,B7,B7,-153.132,57.308
B8,B8,B8,-153.001,57.316
B9,B9,B9,-152.561,57.404
B10,B10,B10,-152.723,57.457
B11,B11,B11,-152.881,57.486
B12,B12,B12,-152.362,57.646
B13,B13,B13,-152.419,57.724
B14,B14,B14,-152.262,57.875
B15,B15,B15,-152.689,57.92
B16,B16,B16,-152.854,57.825
B17,B17,B17,-152.237,58.159
B19,B19,B19,-156.367,57.358
B20,B20,B20,-157.8,56.583
B21,B21,B21,-157.317,56.783
