"HAUL_ID","CRUISE","FOCI_GRID","LAT","LON","YEAR","POLYGONAL_AREA","POLY_AREA_Base_15","POLY_AREA_Scen1_15","POLY_AREA_Scen2_15","POLY_AREA_Scen3_15","POLY_AREA_Scen4_15"
"4MF02 67 1 60BON 1","4MF02","GX159",56.521,-156.70917,2002,347.9,347.670444552971,NA,994.693349256129,566.448211978026,950.817555656726
"4MF02 68 1 60BON 1","4MF02","GV159",56.636,-156.9315,2002,328.79,894.930859280728,NA,1234.35099441444,1146.23516782747,NA
"4MF02 69 1 60BON 1","4MF02","GV161",56.7565,-156.72333,2002,345.76,593.026460401539,1279.14729456065,NA,NA,1227.67305416187
"4MF02 70 1 60BON 1","4MF02","GX161",56.64083,-156.50217,2002,343.13,343.949694822471,693.690136749125,NA,653.090208692958,NA
"4MF02 71 1 60BON 1","4MF02","GZ161",56.5265,-156.2805,2002,350.98,350.737495992833,785.343042975625,NA,NA,699.582948649746
"4MF02 72 1 60BON 1","4MF02","HB161",56.41134,-156.05884,2002,346.3,511.850046683979,1464.84138483539,NA,1204.75096773477,NA
"4MF02 73 1 60BON 1","4MF02","HB163",56.53133,-155.85001,2002,333.92,1201.26177534087,NA,1457.46756226585,NA,1732.0412003854
"4MF02 74 1 60BON 1","4MF02","GZ163",56.649,-156.0705,2002,359.77,539.757414291374,NA,838.756161443482,1060.4321720959,NA
"4MF02 75 1 60BON 1","4MF02","GX163",56.76517,-156.3045,2002,346.31,347.123584377066,NA,690.380390212305,NA,860.542864742672
"4MF02 76 1 60BON 1","4MF02","GV163",56.87933,-156.51384,2002,339.68,495.190938686608,NA,1002.32069344436,1011.54742745923,NA
"4MF02 77 1 60BON 1","4MF02","GV165",56.9985,-156.30316,2002,341.86,448.964521041305,1085.61253673572,NA,NA,1045.07738765903
"4MF02 78 1 60BON 1","4MF02","GX165",56.886,-156.0885,2002,342.44,502.016579444703,1237.52194002807,NA,944.818231111158,NA
"4MF02 79 1 60BON 1","4MF02","GX167",57.00267,-155.87601,2002,343.12,684.698273261218,NA,1240.00500920494,NA,1552.69987878513
"4MF02 80 1 60BON 1","4MF02","GV167",57.11883,-156.086,2002,340.5,580.447709035273,NA,1120.20905100566,1116.18140140131,NA
"4MF02 81 1 60BON 1","4MF02","GV169",57.23933,-155.88066,2002,340.58,669.748352390141,NA,NA,NA,NA
"4MF02 82 1 60BON 1","4MF02","GX169",57.12583,-155.66034,2002,348.31,685.738303512898,1804.48653498856,NA,1293.17463146032,NA
"4MF02 83 1 60BON 1","4MF02","GX171",57.247,-155.44833,2002,341.67,678.286478948758,NA,1297.48992945676,NA,1569.33134362922
"4MF02 84 1 60BON 1","4MF02","GV171",57.36133,-155.66567,2002,343.32,639.473778450095,NA,1206.94800906062,1206.57429406421,NA
"4MF02 85 1 60BON 1","4MF02","GV173",57.48117,-155.45334,2002,341.55,568.179930535361,1425.14390428081,NA,NA,1338.83002737682
"4MF02 86 1 60BON 1","4MF02","GX173",57.36817,-155.23683,2002,342.86,676.297612579828,1286.22683800618,NA,1285.30043151322,NA
"4MF02 87 1 60BON 1","4MF02","GX175",57.48983,-155.02234,2002,343,594.648507685137,NA,901.06467441084,NA,1027.93332502939
"4MF02 88 1 60BON 1","4MF02","GV175",57.60233,-155.23717,2002,341.8,579.979508479134,NA,1159.23134100002,1208.57547454761,NA
"4MF02 95 1 60BON 1","4MF02","GX177",57.612,-154.80716,2002,337.85,476.841204253964,1177.34006082447,648.509892322974,877.326755708239,816.545423461258
"4MF02 96 1 60BON 1","4MF02","GV177",57.72384,-155.02316,2002,340.53,505.195127193672,NA,NA,NA,NA
"4MF02 97 1 60BON 1","4MF02","GV179",57.8465,-154.81183,2002,320.97,731.353226104786,NA,NA,NA,NA
"4MF02 98 1 60BON 1","4MF02","GX179",57.7305,-154.595,2002,336.37,505.98619123584,838.493351331342,838.493351335531,838.493351335531,838.493351331342
"4MF02 99 1 60BON 1","4MF02","GX181",57.84983,-154.38017,2002,342.26,817.492885227127,980.142037880369,980.142037870792,980.142037870792,980.142037880369
"4MF02 102 1 60BON 1","4MF02","GX183",57.97467,-154.16716,2002,342.3,1494.11983687348,1494.11983685387,1494.11983685387,1494.11983685387,1494.11983685387
"5MF03 21 1 60BON 1","5MF03","HD143",55.2095,-157.67317,2003,989.68,1471.63109921657,NA,1471.63109921657,1941.58287546361,NA
"5MF03 22 1 60BON 1","5MF03","HB143",55.32417,-157.89633,2003,767.09,928.376993383676,NA,928.376993383676,NA,2168.07261229206
"5MF03 23 1 60BON 1","5MF03","GZ143",55.439,-158.1295,2003,717.7,890.300511484357,NA,890.300511484357,1696.51272847279,NA
"5MF03 24 1 60BON 1","5MF03","GX143",55.55267,-158.35333,2003,703.19,873.908263239631,NA,873.908263239631,NA,1929.95976267486
"5MF03 25 1 60BON 1","5MF03","GV143",55.66717,-158.579,2003,1033.42,1528.06857042148,NA,1528.06857042148,1927.35399371313,NA
"5MF03 26 1 60BON 1","5MF03","GV147",55.9125,-158.16766,2003,1020.02,1196.36415735462,NA,1249.97380515107,1612.95996859827,NA
"5MF03 27 1 60BON 1","5MF03","GX147",55.79733,-157.94901,2003,713.93,713.627178030928,NA,713.627178030928,NA,1893.63159824822
"5MF03 28 1 60BON 1","5MF03","GZ147",55.6825,-157.71401,2003,1013.17,1012.81348083822,NA,1012.81348083822,1407.0972091461,NA
"5MF03 30 1 60BON 1","5MF03","HD147",55.461,-157.27217,2003,1001.21,1001.9044608448,NA,1001.9044608448,1633.41363062506,NA
"5MF03 31 1 60BON 1","5MF03","HF147",55.3375,-157.05833,2003,998.95,1443.35922733354,NA,1443.35922733354,NA,2141.1565333229
"5MF03 32 1 60BON 1","5MF03","HF151",55.57583,-156.64383,2003,782.64,1010.41739248673,NA,1313.21207507736,NA,1479.50597617109
"5MF03 33 1 60BON 1","5MF03","HD151",55.69217,-156.86749,2003,522.11,520.885067462673,NA,695.226712294032,1130.00384137964,NA
"5MF03 34 1 60BON 1","5MF03","HB151",55.80667,-157.0855,2003,563.98,563.393347351554,NA,785.618675588204,NA,1302.44845226976
"5MF03 35 1 60BON 1","5MF03","GZ151",55.9225,-157.30933,2003,522.42,523.516801203221,NA,700.624659868674,1049.60083122868,NA
"5MF03 36 1 60BON 1","5MF03","GX151",56.0365,-157.53084,2003,528.3,528.406690212467,NA,705.469305864928,NA,1138.24965365632
"5MF03 37 1 60BON 1","5MF03","GV151",56.15167,-157.76,2003,528.21,528.214792452269,NA,1291.53009258908,1466.90592022177,NA
"5MF03 38 1 60BON 1","5MF03","GT151",56.2665,-157.98233,2003,428.92,938.411191523346,NA,NA,NA,NA
"5MF03 39 1 60BON 1","5MF03","GT153",56.391,-157.78317,2003,328.15,549.923780489102,NA,NA,NA,NA
"5MF03 40 1 60BON 1","5MF03","GV153",56.27383,-157.55634,2003,354.56,356.057681031222,1655.98984357791,NA,NA,1498.33437630109
"5MF03 41 1 60BON 1","5MF03","GX153",56.15933,-157.33051,2003,352.15,352.113864030006,868.237979262802,NA,707.848861336395,NA
"5MF03 42 1 60BON 1","5MF03","GZ153",56.04317,-157.10584,2003,353.95,354.686927949079,872.507454009204,NA,NA,874.187263566541
"5MF03 43 1 60BON 1","5MF03","HB153",55.9275,-156.88117,2003,431.95,443.84395098921,868.548990359487,NA,704.878859343975,NA
"5MF03 44 1 60BON 1","5MF03","HD153",55.8125,-156.66051,2003,349.24,349.391555978382,864.62943210012,NA,NA,878.371791925603
"5MF03 45 1 60BON 1","5MF03","HF153",55.701,-156.43767,2003,372.09,679.039226054799,1505.7666432118,NA,1396.73581725291,NA
"5MF03 46 1 60BON 1","5MF03","HF155",55.81933,-156.23767,2003,342.81,688.06984575533,NA,1427.39130017873,NA,1397.83119981251
"5MF03 47 1 60BON 1","5MF03","HD155",55.93233,-156.4545,2003,433.77,434.780484810713,NA,1003.10754841566,694.012892680298,NA
"5MF03 48 1 60BON 1","5MF03","GZ155",56.16567,-156.89867,2003,420.24,436.481041556019,NA,1053.51183252375,701.760753657454,NA
"5MF03 49 1 60BON 1","5MF03","GX155",56.28067,-157.12517,2003,351.48,351.29132840911,NA,703.56767093708,NA,969.211668413199
"5MF03 50 1 60BON 1","5MF03","GV155",56.397,-157.34801,2003,448.78,452.290920209028,NA,1295.9078635024,1296.04270396526,NA
"5MF03 51 1 60BON 1","5MF03","GT155",56.5125,-157.57317,2003,461.22,622.737564038657,NA,NA,NA,NA
"5MF03 52 1 60BON 1","5MF03","GX157",56.40067,-156.91867,2003,432.26,432.289441706809,1196.88398718736,NA,647.464891790258,NA
"5MF03 53 1 60BON 1","5MF03","GZ157",56.28517,-156.69617,2003,344.47,344.573617303033,693.855127202259,NA,NA,871.648746779243
"5MF03 54 1 60BON 1","5MF03","HB157",56.173,-156.474,2003,433.77,436.60521072717,695.877848302096,NA,856.815372391816,NA
"5MF03 55 1 60BON 1","5MF03","HD157",56.05684,-156.25467,2003,345.98,345.418138806951,770.635459767106,NA,NA,1218.98997062805
"5MF03 56 1 60BON 1","5MF03","HF157",55.946,-156.03734,2003,347.55,970.325561815719,1455.81847047952,NA,1317.0816488702,NA
"5MF03 58 1 60BON 1","5MF03","HD159",56.17383,-156.0425,2003,346.34,879.630254397507,NA,1390.46869313703,1050.30556340278,NA
"5MF03 59 1 60BON 1","5MF03","HB159",56.29,-156.26733,2003,353.03,352.773105163469,NA,1047.51251704191,NA,950.775291581693
"5MF03 60 1 60BON 1","5MF03","GZ159",56.4065,-156.49117,2003,345.38,345.060017230787,NA,NA,NA,NA
"5MF03 61 1 60BON 1","5MF03","GX159",56.51967,-156.70551,2003,338.77,339.579798651414,NA,996.562442854783,560.152713382438,954.3265745233
"5MF03 62 1 60BON 1","5MF03","GV159",56.634,-156.92667,2003,381.96,423.183163473101,NA,1227.79046167474,1137.51330226784,NA
"5MF03 63 1 60BON 1","5MF03","GU158",56.66367,-157.21266,2003,529.07,788.029908916768,NA,NA,NA,NA
"5MF03 64 1 60BON 1","5MF03","GV161",56.7595,-156.72633,2003,341.14,584.09886303615,1276.41803530046,NA,NA,1246.49116760649
"5MF03 65 1 60BON 1","5MF03","GX161",56.63933,-156.5045,2003,355.6,354.90007170542,706.286868311436,NA,645.859269643337,NA
"5MF03 66 1 60BON 1","5MF03","GZ161",56.52417,-156.27783,2003,350.39,350.72534096408,693.28514135573,NA,NA,691.336670156468
"5MF03 67 1 60BON 1","5MF03","HB161",56.4135,-156.05783,2003,343.83,515.197161830703,1236.78676308933,NA,1108.15394247051,NA
"5MF03 68 1 60BON 1","5MF03","HB163",56.53233,-155.85201,2003,342,672.370609477605,NA,1246.94456694705,NA,1296.55239324422
"5MF03 69 1 60BON 1","5MF03","GZ163",56.6495,-156.06551,2003,345.3,344.675860248062,NA,729.48858276904,693.873744244834,NA
"5MF03 70 1 60BON 1","5MF03","GX163",56.7625,-156.2845,2003,349.37,348.97179094253,NA,690.831465225723,NA,697.928967394071
"5MF03 71 1 60BON 1","5MF03","GV163",56.8745,-156.515,2003,345.72,500.201619948536,NA,1026.46476180925,1024.31078697067,NA
"5MF03 72 1 60BON 1","5MF03","GV165",56.9965,-156.30267,2003,346.57,459.50558338646,1090.37578545061,NA,NA,1048.96472247423
"5MF03 73 1 60BON 1","5MF03","GX165",56.88334,-156.08116,2003,342.49,342.775457255904,695.090878821411,NA,688.251415837221,NA
"5MF03 74 1 60BON 1","5MF03","GZ165",56.76783,-155.85883,2003,342.94,344.194260230793,697.408405034437,NA,NA,685.179041026078
"5MF03 75 1 60BON 1","5MF03","HB165",56.65183,-155.64034,2003,347.29,691.139452709658,1293.3869109423,NA,1295.94873388376,NA
"5MF03 76 1 60BON 1","5MF03","HB167",56.77517,-155.43233,2003,344.83,669.973142294239,NA,1295.62639693253,NA,1295.65870481531
"5MF03 77 1 60BON 1","5MF03","GZ167",56.89034,-155.65067,2003,345.7,345.728762202081,NA,684.143864741783,695.445835012296,NA
"5MF03 78 1 60BON 1","5MF03","GX167",57.00433,-155.87067,2003,343.41,343.589083182712,NA,684.815841100927,NA,959.188225795397
"5MF03 79 1 60BON 1","5MF03","GV167",57.11817,-156.09033,2003,345.86,586.691703282801,NA,1125.1432875296,1120.804152291,NA
"5MF03 80 1 60BON 1","5MF03","GV169",57.24,-155.879,2003,341.85,668.107489205922,NA,NA,NA,NA
"5MF03 81 1 60BON 1","5MF03","GX169",57.12783,-155.66167,2003,345.93,345.769173883291,1204.40251692714,NA,682.888438369968,NA
"5MF03 82 1 60BON 1","5MF03","GZ169",57.01183,-155.43649,2003,348.04,347.694746509279,696.370637134126,NA,NA,684.205093665354
"5MF03 83 1 60BON 1","5MF03","HB169",56.893,-155.22051,2003,343.33,690.552738226814,1437.42055126379,NA,1396.40496741324,NA
"5MF03 84 1 60BON 1","5MF03","HB171",57.01667,-155.01317,2003,328.59,1031.87278819115,NA,1500.8108460248,NA,1381.11274220823
"5MF03 85 1 60BON 1","5MF03","GZ171",57.13317,-155.23117,2003,336.92,336.882092634522,NA,834.508200052983,1050.18341928508,NA
"5MF03 86 1 60BON 1","5MF03","GX171",57.24667,-155.44183,2003,338.59,338.601737367583,NA,768.561479134964,NA,950.43571794305
"5MF03 87 1 60BON 1","5MF03","GV171",57.36133,-155.666,2003,349.58,642.822560543821,NA,1217.42209907565,1206.58372871842,NA
"5MF03 88 1 60BON 1","5MF03","GV173",57.4855,-155.45317,2003,346.48,573.099084423493,1424.78060958235,NA,NA,1537.79687990753
"5MF03 89 1 60BON 1","5MF03","GX173",57.36817,-155.2365,2003,466.66,465.886240996883,681.151519033735,NA,946.962634292684,NA
"5MF03 90 1 60BON 1","5MF03","GZ173",57.25417,-155.02017,2003,431.73,810.094261633234,1227.59221751694,NA,NA,1083.25396362979
"5MF03 92 1 60BON 1","5MF03","GV175",57.6035,-155.23616,2003,421.05,655.30089592517,NA,1424.76389827174,1210.23403457111,NA
"5MF03 99 1 60BON 1","5MF03","GX177",57.61033,-154.808,2003,670.83,673.773302051962,1139.39285705125,965.117980984304,877.852591022217,1179.30558682953
"5MF03 100 1 60BON 1","5MF03","GV177",57.72217,-155.03217,2003,344.96,506.332187443678,NA,NA,NA,NA
"5MF03 101 1 60BON 1","5MF03","GV179",57.84783,-154.8085,2003,338.84,737.808576536288,NA,NA,NA,NA
"5MF03 102 1 60BON 1","5MF03","GX179",57.73084,-154.59117,2003,367.91,510.975989437547,841.903986042154,841.903986042546,841.903986045901,841.903986042154
"5MF03 103 1 60BON 1","5MF03","GX181",57.851,-154.37849,2003,341.38,805.945682653564,971.399279937104,971.399279942063,971.399279942063,971.399279937104
"5MF03 104 1 60BON 1","5MF03","GX183",57.9715,-154.16499,2003,346.66,1490.80149595275,1490.80149594508,1490.80149594508,1490.80149594508,1490.80149594508
"5MF04 16 1 60BON 1","5MF04","HF157",55.9395,-156.037,2004,379.17,834.876106363933,1318.29750812058,NA,1012.65199296975,NA
"5MF04 17 1 60BON 1","5MF04","HH155",55.7035,-156.01584,2004,651.53,1010.02416775512,NA,1457.39957260853,1359.28744510384,NA
"5MF04 18 1 60BON 1","5MF04","HF155",55.81833,-156.23183,2004,346.02,345.70711868975,NA,784.302273725557,NA,1056.07774269651
"5MF04 19 1 60BON 1","5MF04","HF153",55.69917,-156.44083,2004,346.69,347.44710441508,854.074065538125,NA,697.396257378681,NA
"5MF04 20 1 60BON 1","5MF04","HH153",55.58583,-156.22017,2004,510.85,665.456506594484,1640.4796253529,NA,NA,1465.97803796496
"5MF04 21 1 60BON 1","5MF04","HH151",55.46483,-156.418,2004,708.89,1121.41645862983,NA,1424.5387560737,1718.91181615361,NA
"5MF04 22 1 60BON 1","5MF04","HF151",55.57383,-156.63367,2004,525.52,525.226106960498,NA,701.33522067763,NA,1140.56099102235
"5MF04 23 1 60BON 1","5MF04","HF147",55.3355,-157.04601,2004,976.1,1405.48431790806,NA,1405.48431790806,NA,1914.35717547292
"5MF04 24 1 60BON 1","5MF04","HD143",55.20767,-157.67317,2004,968.26,1470.44631990532,NA,1470.44631990532,1920.81785186486,NA
"5MF04 25 1 60BON 1","5MF04","HB143",55.32283,-157.89717,2004,712.12,877.572202586583,NA,877.572202586583,NA,1913.31051437436
"5MF04 51 1 60BON 1","5MF04","GZ143",55.438,-158.12483,2004,711.34,875.818739772209,NA,875.818739772209,1684.94181008882,NA
"5MF04 52 1 60BON 1","5MF04","GX143",55.55117,-158.34917,2004,710.29,875.286883526865,NA,875.286883526865,NA,1919.17729412403
"5MF04 53 1 60BON 1","5MF04","GV143",55.66617,-158.57916,2004,1035.19,1530.0169373784,NA,1530.0169373784,1924.51030310548,NA
"5MF04 54 1 60BON 1","5MF04","GV147",55.90733,-158.16917,2004,1024.21,1204.24418767147,NA,1255.4553804475,1613.16458108444,NA
"5MF04 55 1 60BON 1","5MF04","GX147",55.79233,-157.9455,2004,708.03,708.579489140485,NA,708.579489140485,NA,1658.82360116563
"5MF04 56 1 60BON 1","5MF04","GZ147",55.678,-157.71783,2004,707.18,707.57475932242,NA,707.57475932242,1410.91322340306,NA
"5MF04 57 1 60BON 1","5MF04","HB147",55.56283,-157.495,2004,701.72,702.782440693244,NA,702.782440693244,NA,1411.25717787838
"5MF04 58 1 60BON 1","5MF04","HD147",55.44867,-157.27251,2004,704.31,704.891788739955,NA,704.891788739955,1647.71419867206,NA
"5MF04 59 1 60BON 1","5MF04","HD151",55.6895,-156.86566,2004,536.04,537.098541793741,NA,713.407848256648,1059.97810177411,NA
"5MF04 60 1 60BON 1","5MF04","HB151",55.804,-157.08667,2004,531.79,532.491608309846,NA,754.779051810689,NA,1063.33911345545
"5MF04 61 1 60BON 1","5MF04","GZ151",55.92133,-157.313,2004,530.19,530.000745059305,NA,706.402111489401,1063.07922358198,NA
"5MF04 62 1 60BON 1","5MF04","GX151",56.03567,-157.53267,2004,529.75,528.164463921033,NA,700.225233532887,NA,1137.65031281372
"5MF04 63 1 60BON 1","5MF04","GV151",56.1505,-157.759,2004,527.74,527.513400489847,NA,1289.2919900291,1468.26626629749,NA
"5MF04 64 1 60BON 1","5MF04","GT151",56.2645,-157.98084,2004,463.74,960.136746599127,NA,NA,NA,NA
"5MF04 66 1 60BON 1","5MF04","GT153",56.39267,-157.76866,2004,331.68,546.636899032608,NA,NA,NA,NA
"5MF04 67 1 60BON 1","5MF04","GV153",56.268,-157.54834,2004,345.08,346.931951579305,1634.72466494597,NA,NA,1468.48836977089
"5MF04 86 1 60BON 1","5MF04","GX159",56.5215,-156.71066,2004,349.27,349.176296379392,NA,1002.75475214737,566.404313933939,972.673817868737
"5MF04 68 1 60BON 1","5MF04","GX153",56.1595,-157.32983,2004,344.45,344.659984892177,851.875967628671,NA,701.945210451992,NA
"5MF04 69 1 60BON 1","5MF04","GZ153",56.0405,-157.10434,2004,357.14,356.083549600318,877.450128654288,NA,NA,873.88588133571
"5MF04 70 1 60BON 1","5MF04","HB153",55.9255,-156.88117,2004,429.61,441.123181485664,863.214874921132,NA,707.469282077046,NA
"5MF04 71 1 60BON 1","5MF04","HD153",55.81133,-156.66116,2004,349.34,349.563145895218,861.020209342031,NA,NA,887.02448529843
"5MF04 72 1 60BON 1","5MF04","HD155",55.933,-156.45467,2004,438.22,438.244787659398,NA,1011.35503017836,691.318869688666,NA
"5MF04 73 1 60BON 1","5MF04","GZ155",56.16267,-156.8985,2004,420.47,436.62489167859,NA,1057.38663266934,703.827301858187,NA
"5MF04 74 1 60BON 1","5MF04","GX155",56.277,-157.12767,2004,349.86,351.027204508609,NA,705.490854403866,NA,961.690010116178
"5MF04 75 1 60BON 1","5MF04","GV155",56.39233,-157.35217,2004,444.88,447.319728786875,NA,1294.14796650718,1290.79365627222,NA
"5MF04 76 1 60BON 1","5MF04","GT155",56.504,-157.57533,2004,469.68,627.544627823344,NA,NA,NA,NA
"5MF04 77 1 60BON 1","5MF04","GU158",56.66183,-157.20067,2004,546.32,795.09634440448,NA,NA,NA,NA
"5MF04 78 1 60BON 1","5MF04","GV159",56.63417,-156.9315,2004,377,413.62578119107,NA,1238.31279747459,1151.23959287295,NA
"5MF04 79 1 60BON 1","5MF04","GX157",56.40017,-156.91901,2004,439.62,439.736079890566,1208.12219662163,NA,657.914775868586,NA
"5MF04 80 1 60BON 1","5MF04","GZ157",56.28283,-156.69467,2004,351.9,352.39469944881,703.476358319508,NA,NA,883.415709091098
"5MF04 81 1 60BON 1","5MF04","HB157",56.16933,-156.4735,2004,435.91,438.56640386233,697.634704668022,NA,854.943938234283,NA
"5MF04 82 1 60BON 1","5MF04","HD157",56.05583,-156.25101,2004,347.42,347.864229047063,690.5863344186,NA,NA,1122.76441385519
"5MF04 83 1 60BON 1","5MF04","HD159",56.17667,-156.04483,2004,345.09,508.967329448982,NA,1248.20198711877,965.558781774871,NA
"5MF04 84 1 60BON 1","5MF04","HB159",56.2915,-156.26466,2004,350.2,349.858176115638,NA,1051.36785643098,NA,693.163899408212
"5MF04 85 1 60BON 1","5MF04","GZ159",56.40683,-156.48416,2004,352.18,352.812198719584,NA,NA,NA,NA
"5MF04 87 1 60BON 1","5MF04","GV161",56.75867,-156.71933,2004,283.24,295.813008435773,1275.88879850028,NA,NA,1232.1115492197
"5MF04 88 1 60BON 1","5MF04","GT163",56.851,-156.75067,2004,126.7,444.084825356674,NA,NA,NA,NA
"5MF04 89 1 60BON 1","5MF04","GX161",56.6425,-156.49966,2004,349.85,349.286459588974,697.157997190506,NA,648.504765012985,NA
"5MF04 90 1 60BON 1","5MF04","GZ161",56.52717,-156.27583,2004,347.5,347.319439826796,694.025294644162,NA,NA,697.603079889303
"5MF04 91 1 60BON 1","5MF04","HB161",56.41317,-156.05701,2004,350.13,350.710516749367,695.126253546023,NA,850.873430519102,NA
"5MF04 92 1 60BON 1","5MF04","HD161",56.2925,-155.84233,2004,432.73,689.257298668335,1256.98140133629,NA,NA,1312.86349406099
"5MF04 93 1 60BON 1","5MF04","HD163",56.41834,-155.62817,2004,359.52,703.930614123528,NA,1304.16268328748,1298.66944530981,NA
"5MF04 94 1 60BON 1","5MF04","HB163",56.537,-155.84883,2004,344.62,344.298819088793,NA,693.533265572755,NA,697.900236449223
"5MF04 95 1 60BON 1","5MF04","GZ163",56.64933,-156.06816,2004,341.66,340.880104225016,NA,731.929519330695,689.862937505349,NA
"5MF04 96 1 60BON 1","5MF04","GX163",56.7635,-156.29083,2004,340.22,340.289923328367,NA,685.36710380141,NA,681.609864705747
"5MF04 97 1 60BON 1","5MF04","GV163",56.87366,-156.50867,2004,309.69,352.855081829404,NA,1024.51110816867,1019.79660050076,NA
"5MF04 98 1 60BON 1","5MF04","GV165",56.99783,-156.30299,2004,344.48,458.377360193644,941.162632838252,NA,NA,922.773564234671
"5MF04 99 1 60BON 1","5MF04","GX165",56.8845,-156.08383,2004,340.6,341.610507423323,677.585689787785,NA,686.658140594364,NA
"5MF04 100 1 60BON 1","5MF04","GZ165",56.7705,-155.86951,2004,344.16,344.316191986581,691.878340909545,NA,NA,685.486493483629
"5MF04 101 1 60BON 1","5MF04","HB165",56.65283,-155.64317,2004,343.83,342.843077092592,689.285514070499,NA,683.327600851841,NA
"5MF04 102 1 60BON 1","5MF04","HD165",56.54267,-155.42433,2004,341.89,664.393653038763,1294.0154048289,NA,NA,1292.48813733211
"5MF04 103 1 60BON 1","5MF04","HD167",56.661,-155.217,2004,338.64,680.296739394292,NA,1287.58316188117,1381.63227901184,NA
"5MF04 104 1 60BON 1","5MF04","HB167",56.7755,-155.43333,2004,338.6,339.282277251061,NA,676.105322295935,NA,683.588869361305
"5MF04 105 1 60BON 1","5MF04","GZ167",56.88817,-155.64934,2004,344.61,345.259289177049,NA,682.927960139905,686.351891390235,NA
"5MF04 106 1 60BON 1","5MF04","GX167",57.00633,-155.8685,2004,345.61,344.119699254345,NA,689.410212773282,NA,826.078917653536
"5MF04 107 1 60BON 1","5MF04","GV167",57.11967,-156.09067,2004,347.98,476.015940722677,NA,1121.70850571474,808.588318673452,NA
"5MF04 108 1 60BON 1","5MF04","GT169",57.33767,-156.06967,2004,360.91,640.649820166589,1251.69888190253,NA,857.708186510104,1278.34714435861
"5MF04 109 1 60BON 1","5MF04","GV169",57.242,-155.87734,2004,316.09,315.885458806569,NA,NA,NA,NA
"5MF04 110 1 60BON 1","5MF04","GX169",57.1255,-155.66451,2004,338.89,339.242165959153,946.864548033057,NA,684.196550661977,NA
"5MF04 111 1 60BON 1","5MF04","GZ169",57.011,-155.4415,2004,340.27,340.72795694429,687.433796261951,NA,NA,680.062746865815
"5MF04 112 1 60BON 1","5MF04","HB169",56.896,-155.2285,2004,337.43,337.829760179086,676.785534614397,NA,1033.94255304793,NA
"5MF04 113 1 60BON 1","5MF04","HD169",56.7835,-155.01233,2004,340.59,666.878623578645,1414.19007807077,NA,NA,1368.8323756333
"5MF04 114 1 60BON 1","5MF04","HD171",56.90317,-154.80116,2004,318.76,978.433573616372,NA,1408.05624489395,NA,NA
"5MF04 115 1 60BON 1","5MF04","HB171",57.01767,-155.01483,2004,340.09,340.230738988927,NA,765.651308866648,NA,1043.09415751733
"5MF04 116 1 60BON 1","5MF04","GZ171",57.13133,-155.23367,2004,342.23,342.222001270258,NA,678.428210421155,955.582042454061,NA
"5MF04 117 1 60BON 1","5MF04","GX171",57.24633,-155.4505,2004,343.73,344.415559084617,NA,719.926318556785,NA,822.516466904269
"5MF04 118 1 60BON 1","5MF04","GV171",57.363,-155.67033,2004,278.31,277.717353033477,NA,1199.71469858806,879.518298809308,NA
"5MF04 119 1 60BON 1","5MF04","GT171",57.44967,-155.77066,2004,366.62,414.027525961762,NA,NA,NA,NA
"5MF04 120 1 60BON 1","5MF04","GT173",57.6185,-155.46967,2004,370.29,444.559358689914,NA,NA,NA,NA
"5MF04 121 1 60BON 1","5MF04","GV173",57.48067,-155.45734,2004,312.34,311.787213981701,1273.25104768957,NA,NA,1395.46456602243
"5MF04 122 1 60BON 1","5MF04","GX173",57.36717,-155.23517,2004,418.41,417.943501936279,677.107106535655,NA,673.845252943617,NA
"5MF04 123 1 60BON 1","5MF04","GZ173",57.25483,-155.01833,2004,337.58,338.105765339789,696.53892804307,NA,NA,1084.48517349263
"5MF04 124 1 60BON 1","5MF04","HB173",57.137,-154.8035,2004,321.48,654.960023041464,1068.01328352056,NA,NA,NA
"5MF04 125 1 60BON 1","5MF04","GZ175",57.37417,-154.81583,2004,391.24,402.100752452101,NA,868.377470939211,759.093922683987,NA
"5MF04 132 1 60BON 1","5MF04","GV175",57.60183,-155.24716,2004,392.45,406.769273097779,NA,1349.63363969355,1207.43609656581,NA
"5MF04 133 1 60BON 1","5MF04","GV177",57.72267,-155.03101,2004,345.29,506.252686363262,NA,NA,NA,NA
"5MF04 134 1 60BON 1","5MF04","GX177",57.607,-154.81084,2004,501.39,530.842090681759,1130.99856071173,695.499646683596,695.499646683596,1172.22969875817
"5MF04 135 1 60BON 1","5MF04","GX179",57.73,-154.59734,2004,341.7,507.209579361821,851.268447430005,851.268447428739,851.268447428739,851.268447429005
"5MF04 136 1 60BON 1","5MF04","GV179",57.84417,-154.81534,2004,320.9,736.045751761455,NA,NA,NA,NA
"5MF04 137 1 60BON 1","5MF04","GX181",57.84783,-154.381,2004,341.94,820.011006877463,978.063454702654,978.063454708755,978.063454708755,978.063454702654
"5MF04 140 1 60BON 1","5MF04","GX183",57.96983,-154.15767,2004,343.91,1506.69265578191,1506.69265577093,1506.69265577093,1506.69265577093,1506.69265577093
"6MF05 51 1 60BON 1","6MF05","GV143",55.66933,-158.58167,2005,1022.01,1520.14105059438,NA,1520.14105059438,1927.95830224536,NA
"6MF05 52 1 60BON 1","6MF05","GX143",55.55867,-158.35767,2005,713.1,870.795386756561,NA,870.795386756561,NA,1934.62849003714
